wpid,entrez,symbol,source
WP117,4994,OR3A1,hgnc_symbol
WP117,8392,OR3A3,hgnc_symbol
WP117,4994,OR40,hgnc_alias_symbol
WP117,81697,OR6-1,hgnc_alias_symbol
WP117,26716,OR6-2,hgnc_alias_symbol
WP117,442184,OR6-4,hgnc_alias_symbol
WP117,442185,OR6-5,hgnc_alias_symbol
WP117,442186,OR6-6,hgnc_alias_symbol
WP117,26707,OR6-8,hgnc_alias_symbol
WP117,135948,OR7-1,hgnc_alias_symbol
WP117,135946,OR7-3,hgnc_alias_symbol
WP117,26648,OR7E24,hgnc_symbol
WP117,26494,OR8G1,hgnc_symbol
WP117,5032,P2RY11,hgnc_symbol
WP117,53829,P2RY13,hgnc_symbol
WP117,5737,PTGFR,hgnc_symbol
WP117,51289,RLN3R1,hgnc_prev_symbol
WP117,6752,SSTR2,hgnc_symbol
WP117,9287,TAAR2,hgnc_symbol
WP117,9038,TAAR5,hgnc_symbol
WP117,2837,UTS2R,hgnc_symbol
WP117,57191,VN1R1,hgnc_symbol
WP3958,58,Actin,bioentities_symbol
WP3958,59,Actin,bioentities_symbol
WP3958,60,Actin,bioentities_symbol
WP3958,70,Actin,bioentities_symbol
WP3958,71,Actin,bioentities_symbol
WP3958,72,Actin,bioentities_symbol
WP3958,2767,GNA11,hgnc_symbol
WP3958,2864,GPR40,hgnc_prev_symbol
WP3958,5310,PKD1,hgnc_symbol
WP3958,23236,PLCB1,hgnc_symbol
WP3958,5330,PLCB2,hgnc_symbol
WP3958,5331,PLCB3,hgnc_symbol
WP3958,5333,PLCD1,hgnc_symbol
WP3958,113026,PLCD3,hgnc_symbol
WP3958,51196,PLCE1,hgnc_symbol
WP3958,5335,PLCG1,hgnc_symbol
WP3958,5336,PLCG2,hgnc_symbol
WP3958,23007,PLCH1,hgnc_symbol
WP3958,5334,PLCL1,hgnc_symbol
WP3958,89869,PLCZ1,hgnc_symbol
WP35,107,ADCY1,hgnc_symbol
WP35,108,ADCY2,hgnc_symbol
WP35,109,ADCY3,hgnc_symbol
WP35,196883,ADCY4,hgnc_symbol
WP35,111,ADCY5,hgnc_symbol
WP35,112,ADCY6,hgnc_symbol
WP35,113,ADCY7,hgnc_symbol
WP35,114,ADCY8,hgnc_symbol
WP35,115,ADCY9,hgnc_symbol
WP35,8165,AKAP1,hgnc_symbol
WP35,11216,AKAP10,hgnc_symbol
WP35,11215,AKAP11,hgnc_symbol
WP35,9590,AKAP12,hgnc_symbol
WP35,11214,AKAP13,hgnc_symbol
WP35,11217,AKAP2,hgnc_symbol
WP35,10566,AKAP3,hgnc_symbol
WP35,8852,AKAP4,hgnc_symbol
WP35,9495,AKAP5,hgnc_symbol
WP35,9472,AKAP6,hgnc_symbol
WP35,9465,AKAP7,hgnc_symbol
WP35,10142,AKAP9,hgnc_symbol
WP35,9138,ARHGEF1,hgnc_symbol
WP35,801,CALM1,hgnc_symbol
WP35,2785,G_gamma,bioentities_symbol
WP35,2786,G_gamma,bioentities_symbol
WP35,2787,G_gamma,bioentities_symbol
WP35,2788,G_gamma,bioentities_symbol
WP35,2790,G_gamma,bioentities_symbol
WP35,2791,G_gamma,bioentities_symbol
WP35,2792,G_gamma,bioentities_symbol
WP35,2793,G_gamma,bioentities_symbol
WP35,51764,G_gamma,bioentities_symbol
WP35,54331,G_gamma,bioentities_symbol
WP35,55970,G_gamma,bioentities_symbol
WP35,94235,G_gamma,bioentities_symbol
WP35,2767,GNA11,hgnc_symbol
WP35,2768,GNA12,hgnc_symbol
WP35,10672,GNA13,hgnc_symbol
WP35,9630,GNA14,hgnc_symbol
WP35,2769,GNA15,hgnc_symbol
WP35,2770,GNAI1,hgnc_symbol
WP35,2773,GNAI3,hgnc_symbol
WP35,2774,GNAL,hgnc_symbol
WP35,2775,GNAO1,hgnc_symbol
WP35,2776,GNAQ,hgnc_symbol
WP35,2778,GNAS,hgnc_symbol
WP35,2781,GNAZ,hgnc_symbol
WP35,2782,GNB1,hgnc_symbol
WP35,2783,GNB2,hgnc_symbol
WP35,2784,GNB3,hgnc_symbol
WP35,10681,GNB5,hgnc_symbol
WP35,2790,GNG10,hgnc_symbol
WP35,2791,GNG11,hgnc_symbol
WP35,55970,GNG12,hgnc_symbol
WP35,51764,GNG13,hgnc_symbol
WP35,2785,GNG3,hgnc_symbol
WP35,2786,GNG4,hgnc_symbol
WP35,2787,GNG5,hgnc_symbol
WP35,2788,GNG7,hgnc_symbol
WP35,94235,GNG8,hgnc_symbol
WP35,2792,GNGT1,hgnc_symbol
WP35,2793,GNGT2,hgnc_symbol
WP35,3265,HRAS,hgnc_symbol
WP35,3708,ITPR1,hgnc_symbol
WP35,3760,KCNJ3,hgnc_symbol
WP35,3845,KRAS,hgnc_symbol
WP35,4893,NRAS,hgnc_symbol
WP35,5136,PDE1A,hgnc_symbol
WP35,5153,PDE1B,hgnc_symbol
WP35,5137,PDE1C,hgnc_symbol
WP35,5141,PDE4A,hgnc_symbol
WP35,5142,PDE4B,hgnc_symbol
WP35,5143,PDE4C,hgnc_symbol
WP35,5144,PDE4D,hgnc_symbol
WP35,5150,PDE7A,hgnc_symbol
WP35,27115,PDE7B,hgnc_symbol
WP35,5151,PDE8A,hgnc_symbol
WP35,8622,PDE8B,hgnc_symbol
WP35,5331,PLCB3,hgnc_symbol
WP35,5530,PPP3CA,hgnc_symbol
WP35,5533,PPP3CC,hgnc_symbol
WP35,5566,PRKACA,hgnc_symbol
WP35,5567,PRKACB,hgnc_symbol
WP35,5568,PRKACG,hgnc_symbol
WP35,5573,PRKAR1A,hgnc_symbol
WP35,5576,PRKAR2A,hgnc_symbol
WP35,5577,PRKAR2B,hgnc_symbol
WP35,5578,PRKCA,hgnc_symbol
WP35,5579,PRKCB1,hgnc_prev_symbol
WP35,5580,PRKCD,hgnc_symbol
WP35,5581,PRKCE,hgnc_symbol
WP35,5582,PRKCG,hgnc_symbol
WP35,5583,PRKCH,hgnc_symbol
WP35,5584,PRKCI,hgnc_symbol
WP35,5588,PRKCQ,hgnc_symbol
WP35,5590,PRKCZ,hgnc_symbol
WP35,5587,PRKD1,hgnc_symbol
WP35,23683,PRKD3,hgnc_symbol
WP35,387,RHOA,hgnc_symbol
WP35,6237,RRAS,hgnc_symbol
WP35,6548,SLC9A1,hgnc_symbol
WP3969,595,CCND1,hgnc_symbol
WP3969,999,CDH1,hgnc_symbol
WP3969,1024,CDK8,hgnc_symbol
WP3969,1466,CSRP2,hgnc_symbol
WP3969,1499,CTNNB1,hgnc_symbol
WP3969,1869,E2F1,hgnc_symbol
WP3969,182,JAG1,hgnc_symbol
WP3969,5469,MED1,hgnc_symbol
WP3969,5366,PMAIP1,hgnc_symbol
WP3969,5925,RB1,hgnc_symbol
WP3969,6659,SOX4,hgnc_symbol
WP3969,7289,TULP3,hgnc_symbol
WP1591,8553,BHLHE40,hgnc_symbol
WP1591,27302,BMP10,hgnc_symbol
WP1591,650,BMP2,hgnc_symbol
WP1591,652,BMP4,hgnc_symbol
WP1591,657,BMPR1A,hgnc_symbol
WP1591,659,BMPR2,hgnc_symbol
WP1591,26039,CREST,hgnc_alias_symbol
WP1591,1499,CTNNB1,hgnc_symbol
WP1591,2065,ERBB3,hgnc_symbol
WP1591,2253,FGF8,hgnc_symbol
WP1591,3170,FOXA2,hgnc_symbol
WP1591,2296,FOXC1,hgnc_symbol
WP1591,2303,FOXC2,hgnc_symbol
WP1591,8928,FOXH1,hgnc_symbol
WP1591,2626,GATA4,hgnc_symbol
WP1591,2627,GATA6,hgnc_symbol
WP1591,9421,HAND1,hgnc_symbol
WP1591,9464,HAND2,hgnc_symbol
WP1591,23462,HEY1,hgnc_symbol
WP1591,23493,HEY2,hgnc_symbol
WP1591,50805,IRX4,hgnc_symbol
WP1591,3670,ISL1,hgnc_symbol
WP1591,4208,MEF2C,hgnc_symbol
WP1591,4772,NFATC1,hgnc_symbol
WP1591,4773,NFATC2,hgnc_symbol
WP1591,4776,NFATC4,hgnc_symbol
WP1591,1482,NKX2-5,hgnc_symbol
WP1591,4851,NOTCH1,hgnc_symbol
WP1591,5308,PITX2,hgnc_symbol
WP1591,5781,PTPN11,hgnc_symbol
WP1591,6469,SHH,hgnc_symbol
WP1591,4086,SMAD1,hgnc_symbol
WP1591,4089,SMAD4,hgnc_symbol
WP1591,150572,SMYD1,hgnc_symbol
WP1591,6722,SRF,hgnc_symbol
WP1591,6899,TBX1,hgnc_symbol
WP1591,6909,TBX2,hgnc_symbol
WP1591,57057,TBX20,hgnc_symbol
WP1591,6910,TBX5,hgnc_symbol
WP1591,7422,VEGFA,hgnc_symbol
WP1591,7423,VEGFB,hgnc_symbol
WP1591,7424,VEGFC,hgnc_symbol
WP47,156,ADRBK1,hgnc_prev_symbol
WP47,409,ARRB2,hgnc_symbol
WP47,50846,DHH,hgnc_symbol
WP47,8292,EAD,hgnc_alias_symbol
WP47,2736,GLI2,hgnc_symbol
WP47,2737,GLI3,hgnc_symbol
WP47,3549,Hedgehog,bioentities_symbol
WP47,50846,Hedgehog,bioentities_symbol
WP47,6469,Hedgehog,bioentities_symbol
WP47,3549,IHH,hgnc_symbol
WP47,374654,KIF7,hgnc_symbol
WP47,5727,PTCH1,hgnc_symbol
WP47,8643,PTCH2,hgnc_symbol
WP47,10284,SAP18,hgnc_symbol
WP47,6469,SHH,hgnc_symbol
WP47,25942,SIN3A,hgnc_symbol
WP47,6608,SMO,hgnc_symbol
WP47,27148,STK36,hgnc_symbol
WP47,51684,SUFU,hgnc_symbol
WP3657,472,ATM,hgnc_symbol
WP3657,596,BCL2,hgnc_symbol
WP3657,598,BCL2L1,hgnc_symbol
WP3657,1387,CREBBP,hgnc_symbol
WP3657,1786,DNMT1,hgnc_symbol
WP3657,1788,DNMT3A,hgnc_symbol
WP3657,1789,DNMT3B,hgnc_symbol
WP3657,2033,EP300,hgnc_symbol
WP3657,2120,ETV6,hgnc_symbol
WP3657,2322,FLT3,hgnc_symbol
WP3657,2309,FOXO3A,hgnc_prev_symbol
WP3657,2551,GABPA,hgnc_symbol
WP3657,2553,GABPB,hgnc_alias_symbol
WP3657,3002,GZMB,hgnc_symbol
WP3657,2523,HSC,hgnc_prev_symbol
WP3657,4170,MCL1,hgnc_symbol
WP3657,5728,PTEN,hgnc_symbol
WP3657,4089,SMAD4,hgnc_symbol
WP3657,6597,SMARCA4,hgnc_symbol
WP3657,7014,TERF2,hgnc_symbol
WP3657,7543,ZFX,hgnc_symbol
WP561,210,ALAD,hgnc_symbol
WP561,212,ALAS2,hgnc_symbol
WP561,2235,FECH,hgnc_symbol
WP561,3145,HMBS,hgnc_symbol
WP561,5498,PPOX,hgnc_symbol
WP561,84867,STEP,hgnc_alias_symbol
WP561,7389,UROD,hgnc_symbol
WP561,7390,UROS,hgnc_symbol
WP3646,207,AKT1,hgnc_symbol
WP3646,598,BCL2L1,hgnc_symbol
WP3646,330,BIRC3,hgnc_symbol
WP3646,332,BIRC5,hgnc_symbol
WP3646,672,BRCA1,hgnc_symbol
WP3646,836,CASP3,hgnc_symbol
WP3646,840,CASP7,hgnc_symbol
WP3646,842,CASP9,hgnc_symbol
WP3646,595,CCND1,hgnc_symbol
WP3646,960,CD44,hgnc_symbol
WP3646,1026,CDKN1A,hgnc_symbol
WP3646,1284,COL4A2,hgnc_symbol
WP3646,2017,CTTN,hgnc_symbol
WP3646,3577,CXCR1,hgnc_symbol
WP3646,1870,E2F2,hgnc_symbol
WP3646,8178,ELL,hgnc_symbol
WP3646,356,FASLG,hgnc_symbol
WP3646,2487,FRZB,hgnc_symbol
WP3646,2885,GRB2,hgnc_symbol
WP3646,3091,HIF1A,hgnc_symbol
WP3646,6927,HNF1A,hgnc_symbol
WP3646,3716,JAK1,hgnc_symbol
WP3646,3725,JUN,hgnc_symbol
WP3646,51176,LEF1,hgnc_symbol
WP3646,1432,MAPK,bioentities_symbol
WP3646,5594,MAPK,bioentities_symbol
WP3646,5595,MAPK,bioentities_symbol
WP3646,5599,MAPK,bioentities_symbol
WP3646,5600,MAPK,bioentities_symbol
WP3646,5601,MAPK,bioentities_symbol
WP3646,5602,MAPK,bioentities_symbol
WP3646,5603,MAPK,bioentities_symbol
WP3646,6300,MAPK,bioentities_symbol
WP3646,1432,MAPK14,hgnc_symbol
WP3646,5595,MAPK3,hgnc_symbol
WP3646,5599,MAPK8,hgnc_symbol
WP3646,4312,MMP1,hgnc_symbol
WP3646,4609,MYC,hgnc_symbol
WP3646,26509,MYOF,hgnc_symbol
WP3646,4790,NFKB1,hgnc_symbol
WP3646,4843,NOS2,hgnc_symbol
WP3646,146850,PI3K,bioentities_symbol
WP3646,23533,PI3K,bioentities_symbol
WP3646,30849,PI3K,bioentities_symbol
WP3646,5290,PI3K,bioentities_symbol
WP3646,5291,PI3K,bioentities_symbol
WP3646,5293,PI3K,bioentities_symbol
WP3646,5294,PI3K,bioentities_symbol
WP3646,8503,PI3K,bioentities_symbol
WP3646,5420,PODXL,hgnc_symbol
WP3646,5743,PTGS2,hgnc_symbol
WP3646,5781,PTPN11,hgnc_symbol
WP3646,5879,RAC1,hgnc_symbol
WP3646,6241,RRM2,hgnc_symbol
WP3646,4088,SMAD3,hgnc_symbol
WP3646,4089,SMAD4,hgnc_symbol
WP3646,6654,SOS1,hgnc_symbol
WP3646,6774,STAT3,hgnc_symbol
WP3646,7040,TGFB1,hgnc_symbol
WP3646,7046,TGFBR1,hgnc_symbol
WP3646,7157,TP53,hgnc_symbol
WP3646,7345,UCHL1,hgnc_symbol
WP3646,7410,VAV2,hgnc_symbol
WP3646,7422,VEGFA,hgnc_symbol
WP3646,51384,WNT,bioentities_symbol
WP3646,54361,WNT,bioentities_symbol
WP3646,7471,WNT,bioentities_symbol
WP3646,7472,WNT,bioentities_symbol
WP3646,7473,WNT,bioentities_symbol
WP3646,7474,WNT,bioentities_symbol
WP3646,7475,WNT,bioentities_symbol
WP3646,7476,WNT,bioentities_symbol
WP3646,7477,WNT,bioentities_symbol
WP3646,7478,WNT,bioentities_symbol
WP3646,7479,WNT,bioentities_symbol
WP3646,7480,WNT,bioentities_symbol
WP3646,7481,WNT,bioentities_symbol
WP3646,7482,WNT,bioentities_symbol
WP3646,7483,WNT,bioentities_symbol
WP3646,7484,WNT,bioentities_symbol
WP3646,80326,WNT,bioentities_symbol
WP3646,81029,WNT,bioentities_symbol
WP3646,89780,WNT,bioentities_symbol
WP2645,1066,CES1,hgnc_symbol
WP2645,8824,CES2,hgnc_symbol
WP3924,654,BMP6,hgnc_symbol
WP3924,57817,HAMP,hgnc_symbol
WP3924,3077,HFE,hgnc_symbol
WP3924,148738,HFE2,hgnc_symbol
WP3924,4092,SMAD7,hgnc_symbol
WP3924,164656,TMPRSS6,hgnc_symbol
WP2456,2597,GAPDH,hgnc_symbol
WP2456,84803,GPAT3,hgnc_symbol
WP2456,2819,GPD1,hgnc_symbol
WP2456,3091,HIF1A,hgnc_symbol
WP2456,3939,LDHA,hgnc_symbol
WP2456,5468,PPARG,hgnc_symbol
WP2456,6513,SLC2A1,hgnc_symbol
WP2369,121536,AEBP2,hgnc_symbol
WP2369,55870,ASH1L,hgnc_symbol
WP2369,84444,DOT1L,hgnc_symbol
WP2369,8726,EED,hgnc_symbol
WP2369,79813,EHMT1,hgnc_symbol
WP2369,10919,EHMT2,hgnc_symbol
WP2369,2145,EZH1,hgnc_symbol
WP2369,2146,EZH2,hgnc_symbol
WP2369,3021,H3F3B,hgnc_symbol
WP2369,8350,HIST1H3A,hgnc_symbol
WP2369,8358,HIST1H3B,hgnc_symbol
WP2369,8352,HIST1H3C,hgnc_symbol
WP2369,8351,HIST1H3D,hgnc_symbol
WP2369,8353,HIST1H3E,hgnc_symbol
WP2369,8357,HIST1H3H,hgnc_symbol
WP2369,8356,HIST1H3J,hgnc_symbol
WP2369,8366,HIST1H4B,hgnc_symbol
WP2369,8364,HIST1H4C,hgnc_symbol
WP2369,8361,HIST1H4F,hgnc_symbol
WP2369,8369,HIST1H4G,hgnc_symbol
WP2369,8362,HIST1H4K,hgnc_symbol
WP2369,8368,HIST1H4L,hgnc_symbol
WP2369,653604,HIST2H3D,hgnc_symbol
WP2369,4297,MLL,hgnc_prev_symbol
WP2369,9757,MLL2,hgnc_alias_symbol
WP2369,58508,MLL3,hgnc_prev_symbol
WP2369,55904,MLL5,hgnc_prev_symbol
WP2369,64324,NSD1,hgnc_symbol
WP2369,7799,PRDM2,hgnc_symbol
WP2369,6418,SET,hgnc_symbol
WP2369,26040,SETBP1,hgnc_symbol
WP2369,9739,SETD1A,hgnc_symbol
WP2369,23067,SETD1B,hgnc_symbol
WP2369,29072,SETD2,hgnc_symbol
WP2369,84193,SETD3,hgnc_symbol
WP2369,54093,SETD4,hgnc_symbol
WP2369,55209,SETD5,hgnc_symbol
WP2369,79918,SETD6,hgnc_symbol
WP2369,80854,SETD7,hgnc_symbol
WP2369,387893,SETD8,hgnc_prev_symbol
WP2369,133383,SETD9,hgnc_symbol
WP2369,9869,SETDB1,hgnc_symbol
WP2369,83852,SETDB2,hgnc_symbol
WP2369,150572,SMYD1,hgnc_symbol
WP2369,56950,SMYD2,hgnc_symbol
WP2369,64754,SMYD3,hgnc_symbol
WP2369,114826,SMYD4,hgnc_symbol
WP2369,10322,SMYD5,hgnc_symbol
WP2369,6839,SUV39H1,hgnc_symbol
WP2369,79723,SUV39H2,hgnc_symbol
WP2369,51111,SUV420H1,hgnc_prev_symbol
WP2369,84787,SUV420H2,hgnc_prev_symbol
WP186,54097,2-21,hgnc_alias_symbol
WP186,472,ATM,hgnc_symbol
WP186,675,BRCA2,hgnc_symbol
WP186,4361,MRE11A,hgnc_prev_symbol
WP186,4683,NBN,hgnc_symbol
WP186,5424,POLD,hgnc_prev_symbol
WP186,5424,POLD1,hgnc_symbol
WP186,5425,POLD2,hgnc_symbol
WP186,10714,POLD3,hgnc_symbol
WP186,57804,POLD4,hgnc_symbol
WP186,10111,RAD50,hgnc_symbol
WP186,5888,RAD51,hgnc_symbol
WP186,5893,RAD52,hgnc_symbol
WP186,25788,RAD54B,hgnc_symbol
WP186,6117,RPA1,hgnc_symbol
WP4194,1081,FSH,bioentities_symbol
WP4194,2488,FSH,bioentities_symbol
WP4194,2796,GNRH,hgnc_prev_symbol
WP4194,2796,GRH,hgnc_prev_symbol
WP4194,3479,IGF1,hgnc_symbol
WP4194,1081,LH,bioentities_symbol
WP4194,3972,LH,bioentities_symbol
WP2032,108,ADCY2,hgnc_symbol
WP2032,109,ADCY3,hgnc_symbol
WP2032,207,AKT1,hgnc_symbol
WP2032,328,APEX1,hgnc_symbol
WP2032,673,BRAF,hgnc_symbol
WP2032,896,CCND3,hgnc_symbol
WP2032,898,CCNE1,hgnc_symbol
WP2032,1017,CDK2,hgnc_symbol
WP2032,1019,CDK4,hgnc_symbol
WP2032,1081,CGA,hgnc_symbol
WP2032,10488,CREB,bioentities_symbol
WP2032,1385,CREB,bioentities_symbol
WP2032,1386,CREB,bioentities_symbol
WP2032,1390,CREB,bioentities_symbol
WP2032,148327,CREB,bioentities_symbol
WP2032,466,CREB,bioentities_symbol
WP2032,64764,CREB,bioentities_symbol
WP2032,84699,CREB,bioentities_symbol
WP2032,90993,CREB,bioentities_symbol
WP2032,9586,CREB,bioentities_symbol
WP2032,1869,E2F1,hgnc_symbol
WP2032,1958,EGR1,hgnc_symbol
WP2032,54331,GNG2,hgnc_symbol
WP2032,3716,JAK1,hgnc_symbol
WP2032,3717,JAK2,hgnc_symbol
WP2032,30818,KCNIP3,hgnc_symbol
WP2032,5594,MAPK1,hgnc_symbol
WP2032,5595,MAPK3,hgnc_symbol
WP2032,2475,MTOR,hgnc_symbol
WP2032,4609,MYC,hgnc_symbol
WP2032,7849,PAX8,hgnc_symbol
WP2032,5144,PDE4D,hgnc_symbol
WP2032,5170,PDPK1,hgnc_symbol
WP2032,5290,PIK3CA,hgnc_symbol
WP2032,5296,PIK3R2,hgnc_symbol
WP2032,23236,PLCB1,hgnc_symbol
WP2032,5909,RAP1GAP,hgnc_symbol
WP2032,387,RHOA,hgnc_symbol
WP2032,6194,RPS6,hgnc_symbol
WP2032,23513,SCRIB,hgnc_symbol
WP2032,6772,STAT,bioentities_symbol
WP2032,6773,STAT,bioentities_symbol
WP2032,6774,STAT,bioentities_symbol
WP2032,6775,STAT,bioentities_symbol
WP2032,6776,STAT,bioentities_symbol
WP2032,6777,STAT,bioentities_symbol
WP2032,6778,STAT,bioentities_symbol
WP2032,6772,STAT1,hgnc_symbol
WP2032,7252,TSHB,hgnc_symbol
WP2032,7253,TSHR,hgnc_symbol
WP2032,7270,TTF1,hgnc_symbol
WP2032,8458,TTF2,hgnc_symbol
WP516,102,ADAM10,hgnc_symbol
WP516,613,ALL,hgnc_alias_symbol
WP516,27063,ANKRD1,hgnc_symbol
WP516,467,ATF3,hgnc_symbol
WP516,3491,CYR61,hgnc_symbol
WP516,11072,DUSP14,hgnc_symbol
WP516,1977,EIF4E,hgnc_symbol
WP516,1978,EIF4EBP1,hgnc_symbol
WP516,2660,GDF8,hgnc_prev_symbol
WP516,1839,HBEGF,hgnc_symbol
WP516,3458,IFNG,hgnc_symbol
WP516,3552,IL1A,hgnc_symbol
WP516,3727,JUND,hgnc_symbol
WP516,6141,L18,hgnc_alias_symbol
WP516,8013,MINOR,hgnc_alias_symbol
WP516,4656,MYOG,hgnc_symbol
WP516,8013,NR4A3,hgnc_symbol
WP516,6935,TCF8,hgnc_prev_symbol
WP516,2277,VEGF,bioentities_symbol
WP516,5228,VEGF,bioentities_symbol
WP516,7422,VEGF,bioentities_symbol
WP516,7423,VEGF,bioentities_symbol
WP516,7424,VEGF,bioentities_symbol
WP516,9948,WDR1,hgnc_symbol
WP3668,58,Actin,bioentities_symbol
WP3668,59,Actin,bioentities_symbol
WP3668,60,Actin,bioentities_symbol
WP3668,70,Actin,bioentities_symbol
WP3668,71,Actin,bioentities_symbol
WP3668,72,Actin,bioentities_symbol
WP3668,185,AGTR1,hgnc_symbol
WP3668,26039,CREST,hgnc_alias_symbol
WP3668,1490,CTGF,hgnc_symbol
WP3668,2022,ENG,hgnc_symbol
WP3668,2200,FBN1,hgnc_symbol
WP3668,2201,FBN2,hgnc_symbol
WP3668,84467,FBN3,hgnc_symbol
WP3668,2316,FLNA,hgnc_symbol
WP3668,4052,LTBP1,hgnc_symbol
WP3668,4053,LTBP2,hgnc_symbol
WP3668,5594,MAPK1,hgnc_symbol
WP3668,1432,MAPK14,hgnc_symbol
WP3668,5595,MAPK3,hgnc_symbol
WP3668,5599,MAPK8,hgnc_symbol
WP3668,7182,NR2C2,hgnc_symbol
WP3668,10631,POSTN,hgnc_symbol
WP3668,6464,SHC1,hgnc_symbol
WP3668,4087,SMAD2,hgnc_symbol
WP3668,4088,SMAD3,hgnc_symbol
WP3668,4089,SMAD4,hgnc_symbol
WP3668,7046,TGFBR1,hgnc_symbol
WP3668,7048,TGFBR2,hgnc_symbol
WP3668,7049,TGFBR3,hgnc_symbol
WP3655,9411,ARHGAP29,hgnc_symbol
WP3655,56731,GEF,hgnc_alias_symbol
WP3655,3664,IRF6,hgnc_symbol
WP3655,387,RhoA,hgnc_alias_symbol
WP3655,7020,TFAP2A,hgnc_symbol
WP3655,7043,TGFB3,hgnc_symbol
WP3655,8626,TP63,hgnc_symbol
WP3655,51384,WNT,bioentities_symbol
WP3655,54361,WNT,bioentities_symbol
WP3655,7471,WNT,bioentities_symbol
WP3655,7472,WNT,bioentities_symbol
WP3655,7473,WNT,bioentities_symbol
WP3655,7474,WNT,bioentities_symbol
WP3655,7475,WNT,bioentities_symbol
WP3655,7476,WNT,bioentities_symbol
WP3655,7477,WNT,bioentities_symbol
WP3655,7478,WNT,bioentities_symbol
WP3655,7479,WNT,bioentities_symbol
WP3655,7480,WNT,bioentities_symbol
WP3655,7481,WNT,bioentities_symbol
WP3655,7482,WNT,bioentities_symbol
WP3655,7483,WNT,bioentities_symbol
WP3655,7484,WNT,bioentities_symbol
WP3655,80326,WNT,bioentities_symbol
WP3655,81029,WNT,bioentities_symbol
WP3655,89780,WNT,bioentities_symbol
WP2943,23405,DICER1,hgnc_symbol
WP2943,6935,ZEB1,hgnc_symbol
WP53,898,CCNE1,hgnc_symbol
WP53,1017,CDK2,hgnc_symbol
WP53,8292,EAD,hgnc_alias_symbol
WP53,2002,ELK1,hgnc_symbol
WP53,2004,ELK3,hgnc_symbol
WP53,2005,ELK4,hgnc_symbol
WP53,3397,ID1,hgnc_symbol
WP53,3398,ID2,hgnc_symbol
WP53,3399,ID3,hgnc_symbol
WP53,4654,MYOD1,hgnc_symbol
WP53,5076,PAX2,hgnc_symbol
WP53,5079,PAX5,hgnc_symbol
WP53,7849,PAX8,hgnc_symbol
WP2112,207,AKT1,hgnc_symbol
WP2112,1051,CEBPB,hgnc_symbol
WP2112,1052,CEBPD,hgnc_symbol
WP2112,5595,ERK1,hgnc_alias_symbol
WP2112,5594,ERK2,hgnc_alias_symbol
WP2112,2932,GSK3B,hgnc_symbol
WP2112,3551,IKBKB,hgnc_symbol
WP2112,8517,IKBKG,hgnc_symbol
WP2112,3605,IL-17,hgnc_alias_symbol
WP2112,3605,IL17A,hgnc_symbol
WP2112,27190,IL17B,hgnc_symbol
WP2112,27189,IL17C,hgnc_symbol
WP2112,55540,IL17RB,hgnc_symbol
WP2112,64806,IL25,hgnc_symbol
WP2112,3717,JAK2,hgnc_symbol
WP2112,3718,JAKL,hgnc_alias_symbol
WP2112,9020,MAP3K14,hgnc_symbol
WP2112,6885,MAP3K7,hgnc_symbol
WP2112,5594,MAPK1,hgnc_symbol
WP2112,5595,MAPK3,hgnc_symbol
WP2112,4790,NFKB,bioentities_symbol
WP2112,4791,NFKB,bioentities_symbol
WP2112,5966,NFKB,bioentities_symbol
WP2112,5970,NFKB,bioentities_symbol
WP2112,5971,NFKB,bioentities_symbol
WP2112,4790,NFKB1,hgnc_symbol
WP2112,4793,NFKBIB,hgnc_symbol
WP2112,146850,PI3K,bioentities_symbol
WP2112,23533,PI3K,bioentities_symbol
WP2112,30849,PI3K,bioentities_symbol
WP2112,5290,PI3K,bioentities_symbol
WP2112,5291,PI3K,bioentities_symbol
WP2112,5293,PI3K,bioentities_symbol
WP2112,5294,PI3K,bioentities_symbol
WP2112,8503,PI3K,bioentities_symbol
WP2112,5970,RELA,hgnc_symbol
WP2112,6667,SP1,hgnc_symbol
WP2112,6774,STAT3,hgnc_symbol
WP2112,7187,TRAF3,hgnc_symbol
WP2112,10758,TRAF3IP2,hgnc_symbol
WP2112,7189,TRAF6,hgnc_symbol
WP2865,6347,CCL2,hgnc_symbol
WP2865,1232,CCR3,hgnc_symbol
WP2865,5594,ERK,bioentities_symbol
WP2865,5595,ERK,bioentities_symbol
WP2865,948,FAT,hgnc_alias_symbol
WP2865,2205,FCER1A,hgnc_symbol
WP2865,1839,HBEGF,hgnc_symbol
WP2865,3383,ICAM,bioentities_symbol
WP2865,3384,ICAM,bioentities_symbol
WP2865,3385,ICAM,bioentities_symbol
WP2865,3386,ICAM,bioentities_symbol
WP2865,7087,ICAM,bioentities_symbol
WP2865,3383,ICAM1,hgnc_symbol
WP2865,3458,IFNG,hgnc_symbol
WP2865,3552,IL1,bioentities_symbol
WP2865,3553,IL1,bioentities_symbol
WP2865,3553,IL1B,hgnc_symbol
WP2865,3554,IL1R1,hgnc_symbol
WP2865,6141,L18,hgnc_alias_symbol
WP2865,1432,MAPK,bioentities_symbol
WP2865,5594,MAPK,bioentities_symbol
WP2865,5595,MAPK,bioentities_symbol
WP2865,5599,MAPK,bioentities_symbol
WP2865,5600,MAPK,bioentities_symbol
WP2865,5601,MAPK,bioentities_symbol
WP2865,5602,MAPK,bioentities_symbol
WP2865,5603,MAPK,bioentities_symbol
