pmcid,entrez,symbol,source
PMC2730119,5594,MAPK,bioentities_symbol
PMC2730119,5595,MAPK,bioentities_symbol
PMC2730119,5599,MAPK,bioentities_symbol
PMC2730119,5600,MAPK,bioentities_symbol
PMC2730119,5601,MAPK,bioentities_symbol
PMC2730119,5602,MAPK,bioentities_symbol
PMC2730119,5603,MAPK,bioentities_symbol
PMC2730119,6300,MAPK,bioentities_symbol
PMC2730119,150921,OUT,hgnc_alias_symbol
PMC2730119,65125,WNK1,hgnc_symbol
PMC2730119,65266,WNK4,hgnc_symbol
PMC2730119,10063,COX,bioentities_symbol
PMC2730119,125965,COX,bioentities_symbol
PMC2730119,1327,COX,bioentities_symbol
PMC2730119,1329,COX,bioentities_symbol
PMC2730119,1337,COX,bioentities_symbol
PMC2730119,1339,COX,bioentities_symbol
PMC2730119,1340,COX,bioentities_symbol
PMC2730119,1346,COX,bioentities_symbol
PMC2730119,1347,COX,bioentities_symbol
PMC2730119,1349,COX,bioentities_symbol
PMC2730119,1351,COX,bioentities_symbol
PMC2730119,1352,COX,bioentities_symbol
PMC2730119,1353,COX,bioentities_symbol
PMC2730119,1355,COX,bioentities_symbol
PMC2730119,170712,COX,bioentities_symbol
PMC2730119,341947,COX,bioentities_symbol
PMC2730119,84701,COX,bioentities_symbol
PMC2730119,9377,COX,bioentities_symbol
PMC2730119,150921,OUT,hgnc_alias_symbol
PMC2731733,57118,CAMK,bioentities_symbol
PMC2731733,57172,CAMK,bioentities_symbol
PMC2731733,814,CAMK,bioentities_symbol
PMC2731733,815,CAMK,bioentities_symbol
PMC2731733,816,CAMK,bioentities_symbol
PMC2731733,817,CAMK,bioentities_symbol
PMC2731733,818,CAMK,bioentities_symbol
PMC2731733,8536,CAMK,bioentities_symbol
PMC2731733,816,CAMK2,hgnc_alias_symbol
PMC2731733,760,Car2,hgnc_alias_symbol
PMC2731733,847,CAT,hgnc_symbol
PMC2731733,875,CBS,hgnc_symbol
PMC2731733,998,CDC42,hgnc_symbol
PMC2731733,2002,ELK1,hgnc_symbol
PMC2731733,5594,ERK,bioentities_symbol
PMC2731733,5595,ERK,bioentities_symbol
PMC2731733,2931,GSK3,bioentities_symbol
PMC2731733,2932,GSK3,bioentities_symbol
PMC2731733,2932,GSK3B,hgnc_symbol
PMC2731733,5605,MEK2,hgnc_alias_symbol
PMC2731733,4214,MEKK,hgnc_alias_symbol
PMC2731733,146850,PI3K,bioentities_symbol
PMC2731733,23533,PI3K,bioentities_symbol
PMC2731733,30849,PI3K,bioentities_symbol
PMC2731733,5290,PI3K,bioentities_symbol
PMC2731733,5291,PI3K,bioentities_symbol
PMC2731733,5293,PI3K,bioentities_symbol
PMC2731733,5294,PI3K,bioentities_symbol
PMC2731733,8503,PI3K,bioentities_symbol
PMC2731733,5335,PLCG,bioentities_symbol
PMC2731733,5336,PLCG,bioentities_symbol
PMC2731733,5335,PLCG1,hgnc_symbol
PMC2731733,4043,RAP,hgnc_prev_symbol
PMC2731733,5906,RAP1A,hgnc_symbol
PMC2731733,29984,Rho,hgnc_alias_symbol
PMC2731733,387,RhoA,hgnc_alias_symbol
PMC2731733,8737,RIPK1,hgnc_symbol
PMC2731733,126669,SHE,hgnc_symbol
PMC2731733,7187,TRAF3,hgnc_symbol
PMC2731830,80014,BOMB,hgnc_alias_symbol
PMC2731830,867,CBL,hgnc_symbol
PMC2731830,249,HOPS,hgnc_prev_symbol
PMC2731830,83737,ITCH,hgnc_symbol
PMC2731830,4851,Notch,bioentities_symbol
PMC2731830,4853,Notch,bioentities_symbol
PMC2731830,4854,Notch,bioentities_symbol
PMC2731830,4855,Notch,bioentities_symbol
PMC2731830,5868,RAB5,hgnc_prev_symbol
PMC2731830,55294,SEL-10,hgnc_alias_symbol
PMC2733081,1874,E2F4,hgnc_symbol
PMC2733081,2005,ELK4,hgnc_symbol
PMC2733081,1432,MAPK,bioentities_symbol
PMC2733081,5594,MAPK,bioentities_symbol
PMC2733081,5595,MAPK,bioentities_symbol
PMC2733081,5599,MAPK,bioentities_symbol
PMC2733081,5600,MAPK,bioentities_symbol
PMC2733081,5601,MAPK,bioentities_symbol
PMC2733081,5602,MAPK,bioentities_symbol
PMC2733081,5603,MAPK,bioentities_symbol
PMC2733081,6300,MAPK,bioentities_symbol
PMC2733081,5594,MAPK1,hgnc_symbol
PMC2733081,5599,MAPK8,hgnc_symbol
PMC2733081,4609,MYC,hgnc_symbol
PMC2733081,6197,RPS6KA3,hgnc_symbol
PMC2733081,6722,SRF,hgnc_symbol
PMC2733081,51776,ZAK,hgnc_alias_symbol
PMC2735864,8517,IKK-gamma,hgnc_alias_symbol
PMC2735864,8717,TRADD,hgnc_symbol
PMC2735864,7185,TRAF,bioentities_symbol
PMC2735864,7186,TRAF,bioentities_symbol
PMC2735864,7187,TRAF,bioentities_symbol
PMC2735864,7188,TRAF,bioentities_symbol
PMC2735864,7189,TRAF,bioentities_symbol
PMC2735864,84231,TRAF,bioentities_symbol
PMC2735864,9618,TRAF,bioentities_symbol
PMC2735864,7186,TRAF2,hgnc_symbol
PMC2735864,7188,TRAF5,hgnc_symbol
PMC2735923,5156,PDGFR,bioentities_symbol
PMC2735923,5159,PDGFR,bioentities_symbol
PMC2735923,54808,SMC,hgnc_alias_symbol
PMC2735923,3371,TNC,hgnc_symbol
PMC2735923,7477,WNT7B,hgnc_symbol
PMC2737473,107,AC,bioentities_symbol
PMC2737473,108,AC,bioentities_symbol
PMC2737473,109,AC,bioentities_symbol
PMC2737473,111,AC,bioentities_symbol
PMC2737473,112,AC,bioentities_symbol
PMC2737473,113,AC,bioentities_symbol
PMC2737473,114,AC,bioentities_symbol
PMC2737473,115,AC,bioentities_symbol
PMC2737473,196883,AC,bioentities_symbol
PMC2737473,55811,AC,bioentities_symbol
PMC2737473,10000,AKT,bioentities_symbol
PMC2737473,207,AKT,bioentities_symbol
PMC2737473,208,AKT,bioentities_symbol
PMC2737473,6295,ARRESTIN,hgnc_alias_symbol
PMC2737473,5956,CBP,hgnc_prev_symbol
PMC2737473,9575,CLOCK,hgnc_symbol
PMC2737473,5594,ERK,bioentities_symbol
PMC2737473,5595,ERK,bioentities_symbol
PMC2737473,2931,GSK3,bioentities_symbol
PMC2737473,2932,GSK3,bioentities_symbol
PMC2737473,5604,MEK,bioentities_symbol
PMC2737473,5605,MEK,bioentities_symbol
PMC2737473,9252,MSK1,hgnc_alias_symbol
PMC2737473,5894,Raf-1,hgnc_alias_symbol
PMC2737473,3265,RAS,bioentities_symbol
PMC2737473,3845,RAS,bioentities_symbol
PMC2737473,4893,RAS,bioentities_symbol
PMC2737473,6197,RSK2,hgnc_alias_symbol
PMC2738275,401,PHOX2A,hgnc_symbol
PMC2738275,5566,PKA,bioentities_symbol
PMC2738275,5567,PKA,bioentities_symbol
PMC2738275,5568,PKA,bioentities_symbol
PMC2738275,5573,PKA,bioentities_symbol
PMC2738275,5575,PKA,bioentities_symbol
PMC2738275,5576,PKA,bioentities_symbol
PMC2738275,5577,PKA,bioentities_symbol
PMC2738275,5464,Ppase,hgnc_alias_symbol
PMC2739756,6555,ASBT,hgnc_prev_symbol
PMC2739756,8647,BSEP,hgnc_prev_symbol
PMC2739756,1810,DR1,hgnc_symbol
PMC2739756,5595,ERK1,hgnc_alias_symbol
PMC2739756,5594,ERK2,hgnc_alias_symbol
PMC2739756,9965,FGF19,hgnc_symbol
PMC2739756,2172,I-BABP,hgnc_alias_symbol
PMC2739756,6046,NAT,hgnc_alias_symbol
PMC2740372,440275,GCN2,hgnc_alias_symbol
PMC2740372,27102,HRI,hgnc_alias_symbol
PMC2740372,9451,PERK,hgnc_alias_symbol
PMC2740372,5610,PKR,hgnc_alias_symbol
PMC2741634,3664,LPS,hgnc_prev_symbol
PMC2741634,1432,MAPK,bioentities_symbol
PMC2741634,5594,MAPK,bioentities_symbol
PMC2741634,5595,MAPK,bioentities_symbol
PMC2741634,5599,MAPK,bioentities_symbol
PMC2741634,5600,MAPK,bioentities_symbol
PMC2741634,5601,MAPK,bioentities_symbol
PMC2741634,5602,MAPK,bioentities_symbol
PMC2741634,5603,MAPK,bioentities_symbol
PMC2741634,6300,MAPK,bioentities_symbol
PMC2741634,23643,MD-2,hgnc_alias_symbol
PMC2741634,4615,MYD88,hgnc_symbol
PMC2741634,114609,TIRAP,hgnc_symbol
PMC2741634,7099,TLR4,hgnc_symbol
PMC2741634,7189,TRAF6,hgnc_symbol
PMC2741699,10000,AKT,bioentities_symbol
PMC2741699,207,AKT,bioentities_symbol
PMC2741699,208,AKT,bioentities_symbol
PMC2741699,977,CD151,hgnc_symbol
PMC2741699,3725,c-Jun,hgnc_alias_symbol
PMC2741699,4846,eNOS,hgnc_alias_symbol
PMC2741699,5594,ERK,bioentities_symbol
PMC2741699,5595,ERK,bioentities_symbol
PMC2741699,5747,FAK,hgnc_alias_symbol
PMC2741699,5599,JNK,bioentities_symbol
PMC2741699,5601,JNK,bioentities_symbol
PMC2741699,5602,JNK,bioentities_symbol
PMC2741699,146850,PI3K,bioentities_symbol
PMC2741699,23533,PI3K,bioentities_symbol
PMC2741699,30849,PI3K,bioentities_symbol
PMC2741699,5290,PI3K,bioentities_symbol
PMC2741699,5291,PI3K,bioentities_symbol
PMC2741699,5293,PI3K,bioentities_symbol
PMC2741699,5294,PI3K,bioentities_symbol
PMC2741699,8503,PI3K,bioentities_symbol
PMC2742090,91653,BOC,hgnc_symbol
PMC2742090,50937,CDO,hgnc_alias_symbol
PMC2742090,2619,GAS1,hgnc_symbol
PMC2742090,2520,GAST,hgnc_symbol
PMC2742090,64399,HHIP,hgnc_symbol
PMC2742090,6469,SHH,hgnc_symbol
PMC2742821,929,CD14,hgnc_symbol
PMC2742821,5594,ERK,bioentities_symbol
PMC2742821,5595,ERK,bioentities_symbol
PMC2742821,1147,IKK,bioentities_symbol
PMC2742821,3551,IKK,bioentities_symbol
PMC2742821,8517,IKK,bioentities_symbol
PMC2742821,1147,IKK-alpha,hgnc_alias_symbol
PMC2742821,5606,MKK3,hgnc_alias_symbol
PMC2742821,5608,MKK6,hgnc_alias_symbol
PMC2742821,4790,NF-kappaB,hgnc_alias_symbol
PMC2742821,1432,p38,bioentities_symbol
PMC2742821,5600,p38,bioentities_symbol
PMC2742821,5603,p38,bioentities_symbol
PMC2742821,6300,p38,bioentities_symbol
PMC2742821,5894,Raf-1,hgnc_alias_symbol
PMC2742821,3265,RAS,bioentities_symbol
PMC2742821,3845,RAS,bioentities_symbol
PMC2742821,4893,RAS,bioentities_symbol
PMC2742821,7097,TLR2,hgnc_symbol
PMC2743116,5921,CM-AVM,hgnc_alias_symbol
PMC2743116,5921,CM-AVM,hgnc_alias_symbol
PMC2743116,5894,c-Raf,hgnc_alias_symbol
PMC2743116,5595,ERK1,hgnc_alias_symbol
PMC2743116,5594,ERK2,hgnc_alias_symbol
PMC2743116,3265,HRAS,hgnc_symbol
PMC2743116,3845,KRAS,hgnc_symbol
PMC2743116,5604,MEK1,hgnc_alias_symbol
PMC2743116,5605,MEK2,hgnc_alias_symbol
PMC2743116,11280,NaN,hgnc_alias_symbol
PMC2743116,4763,NF1,hgnc_symbol
PMC2743116,4893,NRAS,hgnc_symbol
PMC2743116,5921,p120GAP,hgnc_alias_symbol
PMC2743116,3265,RAS,bioentities_symbol
PMC2743116,3845,RAS,bioentities_symbol
PMC2743116,4893,RAS,bioentities_symbol
PMC2743116,5934,Rb2,hgnc_alias_symbol
PMC2743116,25759,SHC,bioentities_symbol
PMC2743116,399694,SHC,bioentities_symbol
PMC2743116,53358,SHC,bioentities_symbol
PMC2743116,6464,SHC,bioentities_symbol
PMC2743116,5781,SHP-2,hgnc_alias_symbol
PMC2743116,6654,SOS1,hgnc_symbol
PMC2743241,1859,DYRK1,hgnc_prev_symbol
PMC2743241,8445,DYRK2,hgnc_symbol
PMC2743241,5595,ERK1,hgnc_alias_symbol
PMC2743241,2735,GLI1,hgnc_symbol
PMC2743241,2736,GLI2,hgnc_symbol
PMC2743241,2931,GSK3,bioentities_symbol
PMC2743241,2932,GSK3,bioentities_symbol
PMC2743241,3549,Hedgehog,bioentities_symbol
PMC2743241,50846,Hedgehog,bioentities_symbol
PMC2743241,6469,Hedgehog,bioentities_symbol
PMC2743241,5727,PTCH,hgnc_prev_symbol
PMC2743241,5972,REN,hgnc_symbol
PMC2743241,6608,SMO,hgnc_symbol
PMC2743241,51684,SUFU,hgnc_symbol
PMC2743320,10411,EPAC,hgnc_alias_symbol
PMC2743320,3196,NCX,hgnc_alias_symbol
PMC2743320,23683,PKC,bioentities_symbol
PMC2743320,5578,PKC,bioentities_symbol
PMC2743320,5579,PKC,bioentities_symbol
PMC2743320,5580,PKC,bioentities_symbol
PMC2743320,5581,PKC,bioentities_symbol
PMC2743320,5582,PKC,bioentities_symbol
PMC2743320,5583,PKC,bioentities_symbol
PMC2743320,5584,PKC,bioentities_symbol
PMC2743320,5588,PKC,bioentities_symbol
PMC2743320,5590,PKC,bioentities_symbol
PMC2743320,113026,PLC,bioentities_symbol
PMC2743320,23236,PLC,bioentities_symbol
PMC2743320,51196,PLC,bioentities_symbol
PMC2743320,5330,PLC,bioentities_symbol
PMC2743320,5331,PLC,bioentities_symbol
PMC2743320,5332,PLC,bioentities_symbol
PMC2743320,5333,PLC,bioentities_symbol
PMC2743320,5335,PLC,bioentities_symbol
PMC2743320,5336,PLC,bioentities_symbol
PMC2743320,84812,PLC,bioentities_symbol
PMC2743320,89869,PLC,bioentities_symbol
PMC2743626,128,GSNOR,hgnc_alias_symbol
PMC2743626,4842,NOS,bioentities_symbol
PMC2743626,4843,NOS,bioentities_symbol
PMC2743626,4846,NOS,bioentities_symbol
PMC2743626,6443,SGC,hgnc_alias_symbol
PMC2744356,203,AK1,hgnc_symbol
PMC2744356,2353,AP1,bioentities_symbol
PMC2744356,2354,AP1,bioentities_symbol
PMC2744356,2355,AP1,bioentities_symbol
PMC2744356,3725,AP1,bioentities_symbol
PMC2744356,3726,AP1,bioentities_symbol
PMC2744356,3727,AP1,bioentities_symbol
PMC2744356,8061,AP1,bioentities_symbol
PMC2744356,3439,IFN,hgnc_alias_symbol
PMC2744356,1147,IKK,bioentities_symbol
PMC2744356,3551,IKK,bioentities_symbol
PMC2744356,8517,IKK,bioentities_symbol
PMC2744356,8517,IKK-gamma,hgnc_alias_symbol
PMC2744356,2694,INF,hgnc_alias_symbol
PMC2744356,8517,IP1,hgnc_prev_symbol
PMC2744356,3654,IRAK1,hgnc_symbol
PMC2744356,51135,IRAK4,hgnc_symbol
PMC2744356,3661,IRF3,hgnc_symbol
PMC2744356,3665,IRF7,hgnc_symbol
PMC2744356,4615,MYD88,hgnc_symbol
PMC2744356,8517,NEMO,hgnc_alias_symbol
PMC2744356,4790,NF-kappaB,hgnc_alias_symbol
PMC2744356,10084,SHS,hgnc_prev_symbol
PMC2744356,7096,TLR1,hgnc_symbol
PMC2744356,7097,TLR2,hgnc_symbol
PMC2744356,7098,TLR3,hgnc_symbol
PMC2744356,7099,TLR4,hgnc_symbol
PMC2744356,7100,TLR5,hgnc_symbol
PMC2744356,10333,TLR6,hgnc_symbol
PMC2744356,51284,TLR7,hgnc_symbol
PMC2744356,51311,TLR8,hgnc_symbol
PMC2744356,54106,TLR9,hgnc_symbol
PMC2744356,7189,TRAF6,hgnc_symbol
PMC2744676,10971,14-3-3,hgnc_alias_symbol
PMC2744676,2261,ACH,hgnc_prev_symbol
PMC2744676,10000,AKT,bioentities_symbol
PMC2744676,207,AKT,bioentities_symbol
PMC2744676,208,AKT,bioentities_symbol
PMC2744676,572,BAD,hgnc_symbol
PMC2744676,581,BAX,hgnc_symbol
PMC2744676,1017,CDK,bioentities_symbol
PMC2744676,1018,CDK,bioentities_symbol
PMC2744676,1019,CDK,bioentities_symbol
PMC2744676,1020,CDK,bioentities_symbol
PMC2744676,1021,CDK,bioentities_symbol
PMC2744676,1022,CDK,bioentities_symbol
PMC2744676,1024,CDK,bioentities_symbol
PMC2744676,1025,CDK,bioentities_symbol
PMC2744676,23097,CDK,bioentities_symbol
PMC2744676,23552,CDK,bioentities_symbol
PMC2744676,344387,CDK,bioentities_symbol
PMC2744676,51265,CDK,bioentities_symbol
PMC2744676,5127,CDK,bioentities_symbol
PMC2744676,5128,CDK,bioentities_symbol
PMC2744676,5129,CDK,bioentities_symbol
PMC2744676,51755,CDK,bioentities_symbol
PMC2744676,5218,CDK,bioentities_symbol
PMC2744676,65061,CDK,bioentities_symbol
PMC2744676,6792,CDK,bioentities_symbol
PMC2744676,728642,CDK,bioentities_symbol
PMC2744676,8558,CDK,bioentities_symbol
PMC2744676,8621,CDK,bioentities_symbol
PMC2744676,8814,CDK,bioentities_symbol
PMC2744676,8999,CDK,bioentities_symbol
PMC2744676,983,CDK,bioentities_symbol
PMC2744676,984,CDK,bioentities_symbol
PMC2744676,144455,E2F,bioentities_symbol
PMC2744676,1869,E2F,bioentities_symbol
PMC2744676,1870,E2F,bioentities_symbol
PMC2744676,1871,E2F,bioentities_symbol
PMC2744676,1874,E2F,bioentities_symbol
PMC2744676,1875,E2F,bioentities_symbol
PMC2744676,1876,E2F,bioentities_symbol
PMC2744676,79733,E2F,bioentities_symbol
PMC2744676,1869,E2F1,hgnc_symbol
PMC2744676,5604,MEK,bioentities_symbol
PMC2744676,5605,MEK,bioentities_symbol
PMC2744676,4214,MEKK,hgnc_alias_symbol
PMC2744676,4790,NF-kappaB,hgnc_alias_symbol
PMC2744676,51013,p13,hgnc_alias_symbol
PMC2744676,5566,PKA,bioentities_symbol
PMC2744676,5567,PKA,bioentities_symbol
PMC2744676,5568,PKA,bioentities_symbol
PMC2744676,5573,PKA,bioentities_symbol
PMC2744676,5575,PKA,bioentities_symbol
PMC2744676,5576,PKA,bioentities_symbol
PMC2744676,5577,PKA,bioentities_symbol
PMC2744676,23683,PKC,bioentities_symbol
PMC2744676,5578,PKC,bioentities_symbol
PMC2744676,5579,PKC,bioentities_symbol
PMC2744676,5580,PKC,bioentities_symbol
PMC2744676,5581,PKC,bioentities_symbol
PMC2744676,5582,PKC,bioentities_symbol
PMC2744676,5583,PKC,bioentities_symbol
PMC2744676,5584,PKC,bioentities_symbol
PMC2744676,5588,PKC,bioentities_symbol
PMC2744676,5590,PKC,bioentities_symbol
PMC2744676,369,RAF,bioentities_symbol
PMC2744676,5894,RAF,bioentities_symbol
PMC2744676,673,RAF,bioentities_symbol
PMC2744676,5894,Raf-1,hgnc_alias_symbol
PMC2744676,3265,RAS,bioentities_symbol
PMC2744676,3845,RAS,bioentities_symbol
PMC2744676,4893,RAS,bioentities_symbol
PMC2744676,332,survivin,hgnc_alias_symbol
PMC2744676,331,XIAP,hgnc_symbol
PMC2746254,1950,EGF,hgnc_symbol
PMC2746254,1956,EGFR,hgnc_symbol
PMC2746254,5594,ERK,bioentities_symbol
PMC2746254,5595,ERK,bioentities_symbol
PMC2746254,5604,MEK,bioentities_symbol
PMC2746254,5605,MEK,bioentities_symbol
PMC2746254,23683,PKC,bioentities_symbol
PMC2746254,5578,PKC,bioentities_symbol
PMC2746254,5579,PKC,bioentities_symbol
PMC2746254,5580,PKC,bioentities_symbol
PMC2746254,5581,PKC,bioentities_symbol
PMC2746254,5582,PKC,bioentities_symbol
PMC2746254,5583,PKC,bioentities_symbol
PMC2746254,5584,PKC,bioentities_symbol
PMC2746254,5588,PKC,bioentities_symbol
PMC2746254,5590,PKC,bioentities_symbol
PMC2746254,5335,PLCG,bioentities_symbol
PMC2746254,5336,PLCG,bioentities_symbol
PMC2746254,369,RAF,bioentities_symbol
PMC2746254,5894,RAF,bioentities_symbol
PMC2746254,673,RAF,bioentities_symbol
PMC2746679,51422,AMPK,bioentities_symbol
PMC2746679,53632,AMPK,bioentities_symbol
PMC2746679,5562,AMPK,bioentities_symbol
PMC2746679,5563,AMPK,bioentities_symbol
PMC2746679,5564,AMPK,bioentities_symbol
PMC2746679,5565,AMPK,bioentities_symbol
PMC2746679,5571,AMPK,bioentities_symbol
PMC2746679,4193,MDM2,hgnc_symbol
PMC2746679,4194,MDM4,hgnc_symbol
PMC2746679,7157,p53,hgnc_alias_symbol
PMC2749257,151449,BMP,bioentities_symbol
PMC2749257,2657,BMP,bioentities_symbol
PMC2749257,2658,BMP,bioentities_symbol
PMC2749257,27302,BMP,bioentities_symbol
PMC2749257,353500,BMP,bioentities_symbol
PMC2749257,392255,BMP,bioentities_symbol
PMC2749257,649,BMP,bioentities_symbol
PMC2749257,650,BMP,bioentities_symbol
PMC2749257,651,BMP,bioentities_symbol
PMC2749257,652,BMP,bioentities_symbol
PMC2749257,653,BMP,bioentities_symbol
PMC2749257,654,BMP,bioentities_symbol
PMC2749257,655,BMP,bioentities_symbol
PMC2749257,656,BMP,bioentities_symbol
PMC2749257,8200,BMP,bioentities_symbol
PMC2749257,9210,BMP,bioentities_symbol
PMC2749257,9573,BMP,bioentities_symbol
PMC2749257,5594,ERK,bioentities_symbol
PMC2749257,5595,ERK,bioentities_symbol
PMC2749257,2246,FGF,bioentities_symbol
PMC2749257,2247,FGF,bioentities_symbol
PMC2749257,2248,FGF,bioentities_symbol
PMC2749257,2249,FGF,bioentities_symbol
PMC2749257,2250,FGF,bioentities_symbol
PMC2749257,2251,FGF,bioentities_symbol
PMC2749257,2252,FGF,bioentities_symbol
PMC2749257,2253,FGF,bioentities_symbol
PMC2749257,2254,FGF,bioentities_symbol
PMC2749257,2255,FGF,bioentities_symbol
PMC2749257,2256,FGF,bioentities_symbol
PMC2749257,2257,FGF,bioentities_symbol
PMC2749257,2258,FGF,bioentities_symbol
PMC2749257,2259,FGF,bioentities_symbol
PMC2749257,26281,FGF,bioentities_symbol
PMC2749257,26291,FGF,bioentities_symbol
PMC2749257,27006,FGF,bioentities_symbol
PMC2749257,8074,FGF,bioentities_symbol
PMC2749257,8817,FGF,bioentities_symbol
PMC2749257,8822,FGF,bioentities_symbol
PMC2749257,8823,FGF,bioentities_symbol
PMC2749257,9965,FGF,bioentities_symbol
PMC2749257,9451,PERK,hgnc_alias_symbol
PMC2752049,23038,ADP,hgnc_alias_symbol
PMC2752049,822,MCP,hgnc_alias_symbol
PMC2753670,57118,CAMK,bioentities_symbol
PMC2753670,57172,CAMK,bioentities_symbol
PMC2753670,814,CAMK,bioentities_symbol
PMC2753670,815,CAMK,bioentities_symbol
PMC2753670,816,CAMK,bioentities_symbol
PMC2753670,817,CAMK,bioentities_symbol
PMC2753670,818,CAMK,bioentities_symbol
PMC2753670,8536,CAMK,bioentities_symbol
PMC2753670,7305,DAP12,hgnc_alias_symbol
PMC2753670,3439,IFN,hgnc_alias_symbol
PMC2753670,3586,IL-10,hgnc_alias_symbol
PMC2753670,246778,IL27,hgnc_symbol
PMC2753670,3565,IL-4,hgnc_alias_symbol
PMC2753670,3566,IL4R,hgnc_symbol
PMC2753670,6772,STAT1,hgnc_symbol
PMC2753670,7297,TYK2,hgnc_symbol
PMC2754063,58,Actin,bioentities_symbol
PMC2754063,59,Actin,bioentities_symbol
PMC2754063,60,Actin,bioentities_symbol
PMC2754063,70,Actin,bioentities_symbol
PMC2754063,71,Actin,bioentities_symbol
PMC2754063,72,Actin,bioentities_symbol
PMC2754063,1072,Cofilin,bioentities_symbol
PMC2754063,1073,Cofilin,bioentities_symbol
PMC2754063,11034,Cofilin,bioentities_symbol
PMC2754637,6949,TCS,hgnc_alias_symbol
PMC2755566,10000,AKT,bioentities_symbol
PMC2755566,207,AKT,bioentities_symbol
PMC2755566,208,AKT,bioentities_symbol
PMC2755566,596,Bcl-2,hgnc_alias_symbol
PMC2755566,4609,c-Myc,hgnc_alias_symbol
PMC2755566,2931,GSK3,bioentities_symbol
PMC2755566,2932,GSK3,bioentities_symbol
PMC2755566,9733,p110,hgnc_alias_symbol
PMC2755566,146850,PI3K,bioentities_symbol
PMC2755566,23533,PI3K,bioentities_symbol
PMC2755566,30849,PI3K,bioentities_symbol
PMC2755566,5290,PI3K,bioentities_symbol
PMC2755566,5291,PI3K,bioentities_symbol
PMC2755566,5293,PI3K,bioentities_symbol
PMC2755566,5294,PI3K,bioentities_symbol
PMC2755566,8503,PI3K,bioentities_symbol
PMC2755566,5744,PTHRP,hgnc_alias_symbol
PMC2755566,6476,SI,hgnc_symbol
PMC2755866,160728,AIT,hgnc_alias_symbol
PMC2755866,5594,ERK,bioentities_symbol
PMC2755866,5595,ERK,bioentities_symbol
PMC2755866,51083,GAL,hgnc_symbol
PMC2757173,10000,AKT,bioentities_symbol
PMC2757173,207,AKT,bioentities_symbol
PMC2757173,208,AKT,bioentities_symbol
PMC2757173,367,AR,hgnc_symbol
PMC2757173,2064,ERBB2,hgnc_symbol
PMC2757173,146850,PI3K,bioentities_symbol
PMC2757173,23533,PI3K,bioentities_symbol
PMC2757173,30849,PI3K,bioentities_symbol
PMC2757173,5290,PI3K,bioentities_symbol
PMC2757173,5291,PI3K,bioentities_symbol
PMC2757173,5293,PI3K,bioentities_symbol
PMC2757173,5294,PI3K,bioentities_symbol
PMC2757173,8503,PI3K,bioentities_symbol
PMC2757291,324,APC,hgnc_symbol
PMC2757291,912,CD1D,hgnc_symbol
PMC2757291,30009,T-bet,hgnc_alias_symbol
PMC2757549,196,AHR,hgnc_symbol
PMC2757549,10000,AKT,bioentities_symbol
PMC2757549,207,AKT,bioentities_symbol
PMC2757549,208,AKT,bioentities_symbol
PMC2757549,672,BRCA,bioentities_symbol
PMC2757549,675,BRCA,bioentities_symbol
PMC2757549,2100,ER-beta,hgnc_alias_symbol
PMC2757549,1649,GADD153,hgnc_alias_symbol
PMC2757549,2931,GSK3,bioentities_symbol
PMC2757549,2932,GSK3,bioentities_symbol
PMC2757549,2064,HER-2,hgnc_alias_symbol
PMC2757549,4790,NF-kappaB,hgnc_alias_symbol
PMC2757549,55922,NRF,hgnc_alias_symbol
PMC2757549,1432,p38,bioentities_symbol
PMC2757549,5600,p38,bioentities_symbol
PMC2757549,5603,p38,bioentities_symbol
PMC2757549,6300,p38,bioentities_symbol
PMC2757549,5970,RELA,hgnc_symbol
PMC2757945,595,Cyclin-D1,bioentities_symbol
PMC2757945,8788,Delta1,hgnc_alias_symbol
PMC2757945,2254,FGF9,hgnc_symbol
PMC2757945,51176,LEF1,hgnc_symbol
PMC2757945,7477,WNT7B,hgnc_symbol
PMC2758611,10000,AKT,bioentities_symbol
PMC2758611,207,AKT,bioentities_symbol
PMC2758611,208,AKT,bioentities_symbol
PMC2758611,23581,MICE,hgnc_alias_symbol
PMC2758611,5728,PTEN,hgnc_symbol
PMC2758611,4087,SMAD2,hgnc_symbol
PMC2758611,4087,SMAD2_3,bioentities_symbol
PMC2758611,4088,SMAD2_3,bioentities_symbol
PMC2758611,4088,SMAD3,hgnc_symbol
PMC2758611,4089,SMAD4,hgnc_symbol
PMC2758611,7046,TGFBR1,hgnc_symbol
PMC2758611,7048,TGFBR2,hgnc_symbol
PMC2758619,9564,P130Cas,hgnc_alias_symbol
PMC2758746,1468,DIC,hgnc_prev_symbol
PMC2758746,2618,GART,hgnc_symbol
PMC2758746,4521,MTH1,hgnc_prev_symbol
PMC2758746,54847,SID-1,hgnc_alias_symbol
PMC2758746,27044,SND1,hgnc_symbol
PMC2758746,7535,STD,hgnc_alias_symbol
PMC2759143,5747,FAK,hgnc_alias_symbol
PMC2759143,9771,GFR,hgnc_alias_symbol
PMC2759143,3091,HIF-1alpha,hgnc_alias_symbol
PMC2759143,5604,MEK,bioentities_symbol
PMC2759143,5605,MEK,bioentities_symbol
PMC2759143,369,RAF,bioentities_symbol
PMC2759143,5894,RAF,bioentities_symbol
PMC2759143,673,RAF,bioentities_symbol
PMC2759143,3265,RAS,bioentities_symbol
PMC2759143,3845,RAS,bioentities_symbol
PMC2759143,4893,RAS,bioentities_symbol
