entrez_id,n_symbol
93034,CNIB
22978,CNII
51251,CNIII
115024,CNIIIB
84735,CN1
84618,CN1A
55748,CN2
5530,CNA1
5532,CNA2
55388,CNA43
150372,CNAIP
9918,CNAP1
5534,CNB
5534,CNB1
7555,CNBP1
389874,CNBP2
5573,CNC1
4868,CNF
1259,CNG1
1260,CNG2
1261,CNG3
1262,CNG5
1258,CNGB1B
254263,CNIH2
149111,CNIH3
254263,CNIL
10256,CNK
10256,CNK1
22866,CNK2
55653,CNOL
55068,CNOX
7268,CNS1
6455,CNSA1
6456,CNSA2
6457,CNSA3
23527,CNTB2
9154,CNT1
9153,CNT2
64078,CNT3
8506,CNTNAP
79937,CNTNAP3A
821,CNX
7103,CO029
4072,CO17A
1301,CO11A1
4513,CO2
4514,CO3
720,CO4
10432,COAA
149013,COAS1
653505,COAS2
26036,COASTER
4519,COB
1690,COCH5B2
199699,COCO
57658,COCOA
83690,COCOACRISP
6628,COD
25839,COD1
57511,COD2
2978,COD3
5146,COD4
5956,COD5
64641,COE2
253738,COE3
57593,COE4
388960,COG5373
4512,COI
4514,COIII
4153,COLEC1
653509,COLEC4
729238,COLEC5
6441,COLEC7
10371,COLL1
223117,COLL2
10507,COLL4
9723,COLL5
871,COLLIGEN
342035,COLMEDIN
26471,COM1
220074,COMT2
51087,CONTRIN
9459,COOL2
8874,COOL1
9459,COOL2
114769,COP
10920,COP9
131034,COPN4
57699,COPN5
29982,COPR1
29982,COPR2
55352,COPR5
2873,COPS1
23590,COQ1
56997,COQ8
114899,CORCS
64218,CORD10
84839,CORD11
8842,CORD12
57096,CORD13
2978,CORD14
92211,CORD15
157657,CORD16
24,CORD3
6103,CORDX1
778,CORDX3
23186,COREST
157310,CORK1
390598,CORL1
652991,CORL2
11151,CORONIN1
57175,CORONIN2
23603,CORONIN3
114899,CORS
114899,CORS26
56623,CORS1
23322,CORS3
7621,COS17
58491,COS26
7620,COS5
7625,COS52
29071,COSMC
58527,COSTARS
54677,COT
10712,COTE1
7025,COUPTFI
7026,COUPTFII
7026,COUPTFB
1351,COX
4512,COX1
1353,COX11P
4513,COX2
79145,COX23
28958,COX25
4514,COX3
1327,COX41
84701,COX42
84701,COX4B
1346,COX7AH
1347,COX7AL
9167,COX7AR
9167,COX7RP
1351,COX82
341947,COX83
1351,COX8L
1340,COXG
84701,COXIV2
125965,COXVIB2
1347,COXVIIAL
752014,CP23
5933,CP107
1543,CP11
9738,CP110
631,CP115
1544,CP12
1545,CP1B
7024,CP2
1591,CP24
1592,CP26
1593,CP27
1577,CP35
1551,CP37
8419,CP47
8419,CP49
1595,CP51
3936,CP64
653247,CP7
631,CP94
1553,CPAD
57094,CPAH
718,CPAMD1
720,CPAMD2
721,CPAMD3
727,CPAMD4
2,CPAMD5
5858,CPAMD6
135228,CPAMD7
1677,CPAN
55835,CPAP
1555,CPB6
1316,CPBP
1558,CPC8
1562,CPCI
1557,CPCJ
1565,CPD6
1364,CPER
1365,CPER2
64506,CPEB
7122,CPETRL1
9071,CPETRL3
23345,CPG2
10728,CPGES
55748,CPGL
84735,CPGL2
94274,CPI17
54866,CPI17LIKE
9843,CPL
10524,CPLA2
5321,CPLA2ALPHA
100137049,CPLA2BETA
8605,CPLA2GAMMA
283748,CPLA2DELTA
3336,CPN10
131034,CPN4
57699,CPN5
836,CPP32
836,CPP32B
56172,CPPDD
9238,CPR2
10294,CPR3
8812,CPR4
9236,CPR8
22853,CPRK
9927,CPRP1
84661,CPS25
51692,CPSF73
53981,CPSF100
29894,CPSF160
55756,CPSF2L
10898,CPSF30
51692,CPSF73
54973,CPSF73L
56994,CPT1
1374,CPT1L
1375,CPT1M
126129,CPT1P
1586,CPT7
1376,CPTASE
126129,CPTIC
1361,CPU
134510,CPUB1
1588,CPV1
1371,CPX
56265,CPX1
10814,CPX2
10815,CPXI
594855,CPXIII
339302,CPXIV
56265,CPX1
119587,CPX2
10682,CPXD
1604,CR
644150,CR16
7760,CR53
10912,CR6
10903,CRA
1381,CRABP
5947,CRABPI
1382,CRABPII
1381,CRABPI
57823,CRACC
6599,CRACC1
6601,CRACC2
6602,CRACD1
6603,CRACD2
6604,CRACD3
84876,CRACM1
5894,CRAF
7187,CRAF1
6017,CRALBP
157807,CRALBPL
56896,CRAM
9034,CRAMA
9034,CRAMB
6452,CRBM
5947,CRBP
5947,CRBP1
5948,CRBP2
5947,CRBPI
5948,CRBPII
83758,CRBPIII
116362,CRBPIV
1406,CRD
1386,CREBP1
9586,CREBPA
9569,CREAM1
51747,CREAP1
468,CREB2
84699,CREBH
148327,CREB4
127795,CREF
51379,CREME9
58490,CREPT
10047,CRES
23116,CRESCERIN
23116,CRESCERIN1
165186,CRESCERIN2
26039,CREST
1392,CRF
1393,CRFBP
1394,CRFR
1395,CRFRB
1394,CRF1
1395,CRF2
3588,CRF24
58985,CRF29
116379,CRF2S1
163702,CRF2/12
79017,CRF21
1393,CRFBP
23560,CRFG
4283,CRG10
3627,CRG2
342035,CRGL2
80728,CRGAP
1392,CRH1
23589,CRHSP24
90480,CRIF1
11113,CRIK
168667,CRIM3
1396,CRIP
25927,CRIP1A
25927,CRIP1B
6997,CRIPTO
6997,CRIPTO1
167,CRISP1
7180,CRISP2
10321,CRISP3
51755,CRK7
9564,CRKAS
51755,CRKR
133396,CRL
9466,CRL1
64109,CRL2
133396,CRL3
55540,CRL4
10203,CRLR
57050,CRLZ1
7514,CRM1
90668,CRML1
56896,CRMP5
1808,CRMP2
1809,CRMP4
56896,CRMP5
51340,CRN
7335,CROC1
7335,CROC1
10485,CROC4
1604,CROM
51747,CROP
1053,CRP1
1397,CRP2
57325,CRP2BP
1052,CRP3
81037,CRR9
7291,CRS1
4488,CRS2
10321,CRS3
5469,CRSP1
9862,CRSP100
9439,CRSP130
9282,CRSP150
5469,CRSP200
9443,CRSP33
9442,CRSP34
9441,CRSP70
9440,CRSP77
811,CRT
125972,CRT2
11251,CRTH2
6535,CRTR
29842,CRTR1
1418,CRYGA
3096,CRYBP1
1418,CRYG5
55997,CRYPTIC
6744,CS1
58529,CS2
91977,CS3
1444,CS5
751071,CSKMT
57823,CS1
64084,CS2
91977,CS3
1161,CSA
4736,CSA19
6291,CSAA
158511,CSAGE
126731,CSAP
2074,CSB
387695,CSBF
3190,CSBP
7077,CSC21K
57156,CSC1
51380,CSD
8531,CSDA1
4904,CSDA2
51087,CSDA3
4904,CSDB
23589,CSDC1
79727,CSDD1
389421,CSDD2
113675,CSDH
23648,CSDP
54414,CSEC
1434,CSE1
1436,CSFR
55790,CSGALNACT1
54480,CSGLCAT
6470,CSHMT
3586,CSIF
26156,CSIG
1444,CSL
51013,CSL4
51013,CSL4P
1674,CSM1
1674,CSM2
8013,CSMF
1442,CSMT
2873,CSN1
51138,CSN4
10987,CSN5
10980,CSN6
50813,CSN7A
64708,CSN7B
10920,CSN8
150678,CSNAP
60506,CSNB1A
2916,CSNB1B
4308,CSNB1C
9187,CSNB1D
440435,CSNB1E
345193,CSNB1F
778,CSNB2A
57010,CSNB2B
5158,CSNB3
6010,CSNBAD1
5158,CSNBAD2
2779,CSNBAD3
778,CSNBX2
6519,CSNU1
3002,CSPB
85479,CSPBETA
2999,CSPC
285126,CSPGAMMA
63827,CSPG7
960,CSPG8
176,CSPGCP
79848,CSPP
51435,CSR
51435,CSR1
196441,CSRC2
1465,CSRP
100303755,CSRP2BP
22856,CSS1
79586,CSS2
337876,CSS3
54149,CSSG1
9514,CST
1478,CSTF64
23283,CSTF64T
1479,CSTF77
22883,CSTN1
64084,CSTN2
9746,CSTN3
55313,CSTP1
6868,CSVP
1482,CSX1
137814,CSX2
159296,CSX3
5130,CT
1489,CT1
51213,CT8
6535,CT1
4100,CT1.1
4109,CT1.10
4110,CT1.11
4111,CT1.12
136991,CT1.19
4101,CT1.2
169966,CT1.26
4102,CT1.3
4103,CT1.4
4105,CT1.6
4107,CT1.8
4108,CT1.9
51438,CT10
151871,CT100
9703,CT101
25853,CT102
6406,CT103
317754,CT104.1
445582,CT104.2
404785,CT104.4
100996331,CT104.5
388468,CT104.6
23784,CT104.7
283685,CT105
83540,CT106
84528,CT107
146183,CT108
84660,CT109
30014,CT11.1
494197,CT11.10
728695,CT11.2
64663,CT11.3
64648,CT11.4
494118,CT11.6
494119,CT11.7
139067,CT11.8
441525,CT11.9
55105,CT110
55165,CT111
169966,CT112
56155,CT113
1496,CT114
286499,CT115
130576,CT116
339416,CT117
6785,CT118
152404,CT119
653220,CT12.1A
653067,CT12.1B
653048,CT12.1C
9503,CT12.1D
9502,CT12.2
170626,CT12.3A
170626,CT12.3B
170627,CT12.5
79850,CT120
8577,CT120.1
23671,CT120.2
170302,CT121
79925,CT122
150763,CT123
66000,CT124
8715,CT125
26095,CT126
6676,CT127
84944,CT128
9125,CT129
55510,CT13
23532,CT130
83639,CT131
219938,CT132
4956,CT133
4957,CT134
113746,CT135
146852,CT136
29028,CT137
158506,CT138
11004,CT139
55511,CT14
6674,CT140
9576,CT141
26206,CT142
200162,CT143
162517,CT144
26166,CT145
8900,CT146
283677,CT147
220047,CT148
146279,CT149
2515,CT15
2649,CT150
283471,CT151
122664,CT152
203074,CT153
1761,CT154
55363,CT155
165721,CT156
90737,CT16.1
90737,CT16.2
8712,CT16.3
203569,CT16.4
389860,CT16.5
139793,CT16.6
9506,CT16.7
149998,CT17
3598,CT19
85413,CT2
574,CT2.1
85318,CT2.3
85317,CT2.4
29122,CT20
64693,CT21.1
64693,CT21.2
53340,CT22
84519,CT23
158511,CT24.1
168400,CT26
140690,CT27
51213,CT28
57082,CT29
4112,CT3.1
4113,CT3.2
347541,CT3.3
158809,CT3.4
4114,CT3.5
4115,CT3.6
51270,CT30
10765,CT31
3948,CT32
27136,CT33
27120,CT34
23626,CT35
7180,CT36
158521,CT37
53940,CT38
56001,CT39
2543,CT4.1
729447,CT4.2
54457,CT40
56165,CT41.1
221400,CT41.2
56154,CT42
89885,CT43
7179,CT44
541466,CT451
728911,CT452
441519,CT453
441519,CT454
441521,CT455
541465,CT456
541466,CT45.1
728911,CT45.2
441519,CT45.3
441519,CT45.4
441521,CT45.5
541465,CT45.6
84072,CT46
150280,CT46.2
728096,CT47.1
728036,CT47.10
255313,CT47.11
100507170,CT47.12
643311,CT47.13
728090,CT47.2
728082,CT47.3
728075,CT47.4
728072,CT47.5
728062,CT47.6
653282,CT47.7
728049,CT47.8
728042,CT47.9
133482,CT48
6756,CT5.1
6757,CT5.2A
727837,CT5.2B
10214,CT5.3
6759,CT5.4
93273,CT50
94086,CT51
256309,CT52
7718,CT53
124912,CT54
51298,CT56
81569,CT57
8839,CT58
125965,CT59
1485,CT6.1
30848,CT6.2A
30848,CT6.2B
80125,CT61
139135,CT63
7288,CT65
221191,CT67
166863,CT68
9947,CT7
9947,CT7.1
139081,CT7.2
57119,CT71
83983,CT72
11086,CT73
339834,CT74
93426,CT76
53336,CT77
7258,CT78
80705,CT79
6847,CT8
55124,CT80
9271,CT80.1
219681,CT81
10566,CT82
55872,CT84
11339,CT86
80184,CT87
26256,CT88
9043,CT89
676,CT9
9585,CT90
54763,CT91
10761,CT92
125972,CT93
5619,CT94.1
5620,CT94.2
285782,CT95
7272,CT96
54742,CT97
10643,CT98
8852,CT99
79640,CTA216E10.6
10850,CTACK
64693,CTAGE
64693,CTAGE1
64693,CTAGE2
100128553,CTAGE4
4253,CTAGE5A
4253,CTAGE5B
4253,CTAGE5C
4253,CTAGE5D
10850,CTAK
4140,CTAK1
5473,CTAP3
5473,CTAPIII
9468,CTB
57542,CTB9
64061,CTCL
641371,CTE1
11332,CTEII
84951,CTEN
128817,CTES1
140880,CTES2
10047,CTES5
128822,CTES7A
128821,CTES7B
4782,CTF
63922,CTF18
10153,CTF2
11169,CTF4
4782,CTF5
54921,CTF8
9045,CTGB33
57215,CTGB43A
57215,CTGB45D
9612,CTG26
9253,CTG3A
8839,CTGFL
5932,CTIP
64919,CTIP2
53335,CTIP1
64919,CTIP2
4145,CTK
23446,CTL1
57153,CTL2
126969,CTL3
80736,CTL4
204962,CTL5
2999,CTLA1
445,CTLN1
135927,CTM1
117145,CTMP
1497,CTNSLSB
6576,CTP
64663,CTP11
5130,CTPCT
799,CTR
1317,CTR1
1318,CTR2
114897,CTRP1
165257,CTRP10
338761,CTRP11
388581,CTRP12
389941,CTRP13
151176,CTRP15
114898,CTRP2
114899,CTRP3
114900,CTRP4
114902,CTRP5
114904,CTRP6
114905,CTRP7
390664,CTRP8
338872,CTRP9
387911,CTRP9B
7276,CTS
9266,CTS18.1
50514,CTS9
3002,CTSGL1
1515,CTSU
1522,CTSX
22941,CTTNBP1
3059,CTTNL
1593,CTX
23584,CTXL
10658,CUGBP
387103,CUG2
10658,CUGBP
9455,CUPIDIN
10992,CUS1
1523,CUT
8697,CUT23
8881,CUT9
1523,CUX
1523,CUX/CDP
168667,CV2
55681,CVAK104
27063,CVARP
8270,CVG5
27129,CVHSP
5356,CWC1
8896,CWC14
55696,CWC2
23524,CWC21
7737,CWC24
84811,CWC26
51503,CWF15
7841,CWH41
80157,CWH43C
27315,CWH43N
27189,CX2
100126572,CX23
375519,CX25
2706,CX26
10804,CX30
349149,CX30.2
127534,CX30.3
2707,CX31
2709,CX31.1
125111,CX31.9
2705,CX32
57369,CX36
2701,CX37
2702,CX40
219770,CX40.1
2697,CX43
10052,CX45
2700,CX46
57165,CX46.6
57165,CX47
2703,CX50
81025,CX58
81025,CX59
84694,CX62
6376,CXC3
6376,CXC3C
132660,CXCDC1
9633,CXCDC2
5196,CXCL4
5197,CXCL4L1
5197,CXCL4V1
5473,CXCL7
58191,CXCLG16
84631,CXORF2
26071,CXX1B
441518,CXX1C
9757,CXXC10
54620,CXXC11
84678,CXXC2
4152,CXXC3
4297,CXXC7
22992,CXXC8
1786,CXXC9
1237,CY6
1588,CYAR
2395,CYAY
80777,CYB5M
6391,CYB560
1534,CYB561A1
79901,CYB561A2
3995,CYB5RP
6391,CYBL
9595,CYBR
6392,CYBS
54205,CYC
23759,CYC4
3959,CYCAP
892,CYCC
9134,CYCE2
902,CYCH
904,CYCT1
3000,CYGD
2986,CYGF
3856,CYK8
6249,CYLN1
10465,CYP20
10450,CYP33
5481,CYP40
23759,CYP60
10105,CYPD
57404,CYPM
1594,CYP1
1585,CYP11BL
1582,CYP12
1592,CYP26
1549,CYP2A
1562,CYP2C
1565,CYP2D
199974,CYP4A20
285440,CYP4AH1
1579,CYP4AII
4051,CYP4F
6916,CYP5
6916,CYP5A1
5740,CYP8A1
5478,CYPA
5479,CYPB
5480,CYPC
10465,CYPH
1555,CYPIIB6
53938,CYPJ
51645,CYPL1
5447,CYPOR
10800,CYSLT(1)
57105,CYSLT(2)
10800,CYSLT1
10800,CYSLT1R
57105,CYSLT2R
57412,CYT19
27128,CYT4
4519,CYTB
9595,CYTHIP
9267,CYTOHESIN1
9266,CYTOHESIN2
9265,CYTOHESIN3
27128,CYTOHESIN4
51379,CYTOR4
388566,CZF1
89832,D10
8165,DAKAP1
11216,DAKAP2
25802,D1
8034,D10S105E
5949,D10S64
5949,D10S65
5949,D10S66
79132,D11LGP2
744,D11S302E
1798,D11S366
56,D11S4365
6786,D11S4896E
7542,D11S750
5080,D11S812E
55850,D12
8872,D123
6778,D12S1644
3798,D12S1889
5228,D12S1900
6490,D12S53E
8100,D13S1056E
10208,D13S106E
10166,D13S327
8816,D14S1461E
4901,D14S46E
79581,D15ERTD747E
8924,D15F37S1
321,D15S1518E
27351,D15WSU75E
10195,D16ERTD36E
6137,D16S444E
8140,D16S469E
2124,D17S376
9267,D17S811E
1837,D18S892E
10452,D19S1177E
1762,D19S593E
7812,D1S155E
4681,D1S1733E
1465,D1S181E
5824,D1S2223E
1901,D1S3362
9545,D22
2686,D20S101
54097,D21M16SJHU19E
8209,D21S2048E
8568,D21S2056E
7031,D21S21
613,D22S662
2547,D22S671
2678,D22S672
3053,D22S673
4668,D22S674
6523,D22S675
6948,D22S676
2547,D22S731
2678,D22S732
5816,D22S749
6948,D22S750
55520,D29
6519,D2H
728294,D2HGD
51626,D2LIC
7429,D2S1471
3554,D2S1473
7852,D2S201E
7837,D2S448
7837,D2S448E
10578,D2S69E
10168,D3S1363E
7384,D3S3191
4171,D3S3194
6259,D3S3195
57082,D40
55151,D4ERTD89E
9315,D4S114
27065,D4S234E
92305,D4S2561E
113189,D4ST1
7163,D52
7164,D53
7165,D54
3992,D5D
7905,D5S346
1238,D6
9415,D6D
130951,D6MM5E
6046,D6S113E
6890,D6S114E
5696,D6S216E
6891,D6S217E
3109,D6S221E
3108,D6S222E
7922,D6S2244E
7923,D6S2245E
6950,D6S230E
7913,D6S231E
26240,D6S2654E
7936,D6S45
202500,D6S46
7940,D6S49E
6310,D6S504E
7916,D6S51E
7917,D6S52E
57827,D6S53E
7918,D6S54E
50854,D6S57
1041,D6S586E
221527,D6S59E
8859,D6S60
7919,D6S81E
7920,D6S82E
7318,D8
7626,D8C6
7993,D8S2298E
11094,D9S2135
320,D9S411E
8021,D9S46E
7169,DA1
7140,DA2B
29979,DA41
64781,DA59H18.2
64781,DA59H18.3
2201,DA9
1628,DABP
13,DAC
81847,DACTYLIDIN
6468,DACTYLIN
1605,DAG
6445,DAGA4
6444,DAGD
1609,DAGK
8525,DAGK5
8526,DAGK6
1609,DAGK7
747,DAGLALPHA
221955,DAGLBETA
81030,DAI
22900,DAKAR
23136,DAL1
5917,DALRD1
57038,DALRD2
10286,DAM1
4112,DAM10
4113,DAM6
57692,DAMAGE
1610,DAMOX
5073,DAN
57492,DAN15
10523,DAN16
10516,DANCE
4681,DAND1
26585,DAND2
64388,DAND3
9350,DAND4
50964,DAND6
25928,DAND7
85450,DANGER
199699,DANTE
314,DAO2
9229,DAP1
9228,DAP2
7818,DAP3
8443,DAPAT
10870,DAP10
7305,DAP12
55967,DAP13
22839,DAP4
1982,DAP5
1616,DAP6
8443,DAPAT
84833,DAPIT
1612,DAPK
440193,DAPLE
51339,DAPPER
51339,DAPPER1
168002,DAPPER2
147906,DAPPER3
389072,DAPR
200539,DARP
84152,DARPP32
55143,DASRAB
6531,DAT
55885,DAT1
190,DAX1
1618,DAZH
1618,DAZL1
7716,DB1
6223,DBA
57805,DBC1
57805,DBC1
23221,DBC2
339479,DBCCR1L
339479,DBCCR1L1
57795,DBCCR1L2
1641,DBCN
10926,DBF4A
26512,DBI1
5585,DBK
4168,DBL
1621,DBM
84062,DBND
6651,DBP5
1653,DBPRB
1665,DBP1
8449,DBP2
1662,DBP4
11269,DBP5
54555,DBP8
8531,DBPA
4904,DBPB
4036,DBS
1654,DBX
1641,DC
6362,DCCK1
27074,DCLAMP
30835,DCSIGN
30835,DCSIGN1
10332,DCSIGN2
10332,DCSIGNR
81501,DCSTAMP
81619,DCTM4F2
92181,DCUBP
6367,DC/BCK
57001,DC11
56941,DC12
56942,DC13
51699,DC15
58505,DC2
347516,DC3
85025,DC32
79718,DC42
65991,DC44
92259,DC47
81892,DC50
56943,DC6
346606,DC7
25936,DC8
55023,DCAF14
54014,DCAF19
51514,DCAF2
55626,DCAF3
23038,DCAF9
160364,DCAL2
160365,DCAL1
79075,DCC1
6362,DCCK1
117159,DCD1
51473,DCDC2A
166614,DCDC3
9201,DCDC3A
166614,DCDC3B
85443,DCDC3C
6101,DCDC4A
94137,DCDC4B
27347,DCHT
284340,DCIP1
50856,DCIR
166614,DCK2
9936,DCL1
27074,DCLAMP
9201,DCLK
140947,DCNP1
84105,DCOH2
84105,DCOHM
51181,DCR
8794,DCR1
8793,DCR2
8771,DCR3
10311,DCRA
51227,DCRC
7267,DCRR1
10332,DCSIGNR
4891,DCT1
11258,DCTN22
10540,DCTN50
54165,DCUN1L1
79901,DCYTB
1646,DD
1645,DD1
801,DD132
1646,DD2
10327,DD3
1109,DD4
51366,DD5
10158,DD96
84722,DDA3
23576,DDAH
50856,DDB27
1643,DDBB
100653515,DDC8
1652,DDCT
91689,DDDD
25976,DDF1
1645,DDH
10912,DDIT2
92667,DDK1
1678,DDP
26521,DDP2
8718,DDR3
7336,DDVIT1
7336,DDVIT1
8644,DDX
6499,DDX13
1654,DDX14
26512,DDX26A
1973,DDX2A
1974,DDX2B
90957,DDX57
10212,DDXL
92126,DEEPI2
55223,DEAR1
56888,DEBT91
4065,DEC205
64581,DECTIN1
93978,DECTIN2
338339,DECTIN3
26574,DED
23429,DEDAF
9191,DEDD1
10615,DEEPEST
27042,DEF
140850,DEF27
10180,DEF3
10180,DEF3
1672,DEFB1
245913,DEFB10
245913,DEFB11
245915,DEFB12
245927,DEFB13
245928,DEFB14
245929,DEFB15
245930,DEFB16
117285,DEFB18
245932,DEFB19
1673,DEFB2
245932,DEFB20
245934,DEFB21
245936,DEFB23
245937,DEFB24
245938,DEFB25
81623,DEFB26
245939,DEFB28
140881,DEFB29
414325,DEFB3
245940,DEFB30
644414,DEFB31
140596,DEFB4
245908,DEFB5
245909,DEFB6
245910,DEFB7
1672,DEFB101
245913,DEFB111
613210,DEFB137
245940,DEFB30
400830,DEFB32
140596,DEFB4
22861,DEFCAP
9191,DEFT
347902,DEGA
8560,DEGS1
389434,DEHAL1
10085,DEL1
9812,DELE
26297,DELGEF
285381,DELGIP
285381,DELGIP1
7528,DELTA
8788,DELTA1
22996,DEME6
123228,DEN1
8567,DENN
6764,DENND2B
6305,DENND7A
81846,DENND7B
203228,DENNL72
57554,DENSIN180
1184,DENTS
64061,DENTT
51071,DEOC
80243,DEP.2
120863,DEP.4
9681,DEP.5
64798,DEP.6
151556,DEP.7
55635,DEP.8
5795,DEP1
221120,DEPC1
55635,DEPDC1A
151556,DEPDC3
11067,DEPP
79139,DER1
79139,DER1
3177,DER12
84447,DER3
9173,DER4
7841,DER7
79139,DERLIN1
51009,DERLIN2
91319,DERLIN3
117581,DERMO1
117581,DERMO1
10550,DERP11
79783,DERP13
27069,DERP2
80013,DERP5
23587,DERP6
55076,DERP7
84313,DERP9
54921,DERPC
8560,DES1
8560,DES1
123099,DES2
9415,DES6
28983,DESC1
57104,DESNUTRIN
6307,DESP4
285381,DESR1
51655,DEXRAS1
79792,DF5L
53349,DFCP1
1677,DFF40
1676,DFF45
1676,DFF1
1677,DFF40
1676,DFF45
8239,DFFRX
8287,DFFRY
1428,DFNA40
388551,DFNA4B
56616,DFNA64
57465,DFNA65
8763,DFNA66
9885,DFNA67
9455,DFNA68
4254,DFNA69
4171,DFNA70
23312,DFNA71
80736,DFNA72
643226,DFNB101
53405,DFNB102
8556,DFNB105
9381,DFNB6
375611,DFNB61
126326,DFNB95
4233,DFNB97
124842,DFNB99
5631,DFNX1
5456,DFNX2
23676,DFNX4
11168,DFS70
2532,DFY
10424,DG6
116255,DGAT2L
346606,DGAT2L2
80168,DGAT2L5
7290,DGCR1
54487,DGCRK6
1716,DGK
1606,DGKALPHA
1607,DGKBETA
9162,DGKIOTA
8525,DGKZETA
8527,DGKDELTA
160851,DGKETA
1798,DGPT
9993,DGSC
8220,DGSH
8220,DGSI
2719,DGSX
79441,DGT3
23354,DGT5
54801,DGT6
9464,DHAND
8443,DHAPAT
1778,DHC1
79659,DHC1B
79659,DHC2
201625,DHC3
7108,DHCR14A
3930,DHCR14B
80896,DHDPS1
112817,DHDPS2
6822,DHEAST
158866,DHHC15
51201,DHHC2
253832,DHHC20
340481,DHHC21
51304,DHHC3
25921,DHHC5
55625,DHHC7
55760,DHLP1
1807,DHPASE
5860,DHPR
1808,DHPRP2
1728,DHQU
4835,DHQV
57647,DHR1
1659,DHR2
9931,DHRC
207063,DHRS5X
207063,DHRS5Y
207063,DHRSXY
207063,DHRSY
2531,DHSR
1785,DICMTB
148252,DIRAS1
54769,DIRAS2
3976,DIA
205428,DIA1
79742,DIA1R
1730,DIA2
4835,DIA6
56616,DIABLOS
10907,DIB1
27019,DIC1
64446,DIC2
126820,DIC3
79819,DIC4
89891,DIC5
1781,DIC74
26512,DICE1
23405,DICER
7466,DIDMOAD
84920,DIE2
340895,DIET1
50943,DIETER
7124,DIF
8870,DIF2
79893,DIF3
79893,DIF3
10955,DIFF33
9750,DIFF48
54541,DIG2
6007,DIIIC
54101,DIK
22974,DIL2
10417,DIL1
7027,DILC
10907,DIM1
54957,DIM2
9427,DINE
6045,DING
51426,DINP
11083,DIO1
1831,DIP
57534,DIP1
23582,DIP1
153090,DIP1/2
55198,DIP13B
23181,DIP2
11007,DIPA
54765,DIPB
5069,DIPLA1
11165,DIPP
11163,DIPP2
11163,DIPP2ALPHA
11163,DIPP2BETA
170685,DIPP3A
55190,DIPP3B
63943,DIR1
53833,DIRS1
115752,DIS3L1
22894,DIS3P
84976,DISPA
85455,DISPB
64285,DIST1
10017,DIVA
2969,DIWS
85458,DIXIN
11315,DJ1
3301,DJ2
11315,DJ1
54788,DJ10
441531,DJ1000K24.1
51126,DJ1002M8.1
26074,DJ1002M8.3
26164,DJ1005F21.2
6614,DJ1009E24.1
116835,DJ1009E24.2
404220,DJ1013A10.5
346007,DJ1018A4.2
117285,DJ1018D12.3
112858,DJ101A2.2
744,DJ1024C24.1
51098,DJ1028D15.1
149699,DJ1028D15.4
57150,DJ102H19.2
84247,DJ1033E15.2
9463,DJ1039K5
27352,DJ1042K10.2
221458,DJ1043E3.1
57186,DJ1049G11.4
164312,DJ1056H1.1
58490,DJ1057B20.2
1739,DJ1061C18.1.1
140856,DJ1068E13.2
6616,DJ1068F16.2
23627,DJ1068H6.4
80336,DJ1069P2.3
149951,DJ1085F17.3
222658,DJ108K11.3
128710,DJ1099D15.3
343578,DJ1100H13.4
140680,DJ1103G7.2
57761,DJ1103G7.3
80023,DJ1103G7.6
85364,DJ1103G7.7
84969,DJ1108D11.2
57167,DJ1112F19.1
128434,DJ1118M15.2
24141,DJ1119D9.3
83861,DJ111C20.1
51230,DJ1121G12.1
63905,DJ1141E15.2
140687,DJ1153D9.2
200232,DJ1153D9.3
388799,DJ1153D9.4
163259,DJ1156J9.1
55902,DJ1161H23.1
116151,DJ1167H4.1
58476,DJ1181N3.1
51526,DJ1183I21.1
140688,DJ1184F4.2
140688,DJ1184F4.4
92747,DJ1187J4.1
65992,DJ1187M17.3
10973,DJ121G13.4
57226,DJ122O8.2
10092,DJ127C7.3
116254,DJ12G14.2
284904,DJ130H16.5
140710,DJ132F21.1
140711,DJ132F21.2
221458,DJ137F1.4
26013,DJ138B7.3
55809,DJ139D8.5
2978,DJ139D8.6
51175,DJ142L7.2
254240,DJ149A16.7
346157,DJ153G14.3
154467,DJ153P14.2
27245,DJ159A19.3
8362,DJ160A22.1
8342,DJ160A22.3
54432,DJ167A19.1
51020,DJ167O5.2
57221,DJ171N11.1
79183,DJ179M20.3
64800,DJ185D5.1
91689,DJ186O1.1
60487,DJ187J11.2
135112,DJ187J11.3
221458,DJ188D3.1
2686,DJ18C9.2
8332,DJ193B12.9
154197,DJ195P10.2
23033,DJ202D23.2
116138,DJ20C7.3
88745,DJ20C7.4
9820,DJ20C7.5
134637,DJ20N2.1
2519,DJ20N2.5
128488,DJ211D12.4
149708,DJ211D12.5
8364,DJ221C16.1
267020,DJ222E13.5
167681,DJ223E3.1
51406,DJ223E5.2
51696,DJ225E12.1
222553,DJ230I3.1
10667,DJ236A3.1
134701,DJ237I15.1
79865,DJ238O23.1
340205,DJ238O23.3
26002,DJ248E1.1
9896,DJ249I4.1
221692,DJ257A7.2
51256,DJ257A7.3
128506,DJ257E24.3
221662,DJ259A10.1
9587,DJ261G23.1
80345,DJ265C24.3
55780,DJ266L20.3
57172,DJ272L16.1
84553,DJ273F20
340152,DJ281H8.1
387082,DJ281H8.4
221656,DJ298J15.2
9753,DJ29K1.2
222696,DJ29K1.3.1
63915,DJ303A1.3
346007,DJ303F19.1
154150,DJ309H15.1
221322,DJ310J6.1
