entrez_id,n_symbol
53919,OATP1C1
6578,OATP2A1
11309,OATP2B1
28232,OATP3A1
28231,OATP4A1
353189,OATP4C1
81796,OATP5A1
133482,OATP6A1
28234,OATP8
81796,OATPRP4
353189,OATPX
133482,OATPY
23090,OAZ
51582,OAZI
1009,OB
946,OBBP1
8778,OBBP2
54741,OBRGRP
84525,OB1
4978,OBCAM
54857,OBDPF
51738,OBESTATIN
284359,OBF
5450,OBF1
26164,OBGH1
85865,OBGH2
9699,OBOE
29991,OBP
3835,OBP1
3835,OBP2
3953,OBR
54741,OBRGRP
100188893,OBTP
10312,OC116
9480,OC2
10312,OC116
51177,OC120
7299,OCA1
7299,OCA1A
7306,OCA3
51151,OCA4
283652,OCA6
83938,OCA7
7299,OCAIA
387882,OCC1
387882,OCC1
2719,OCI5
54940,OCIA
4982,OCIF
29121,OCIL
26579,OCIM
654231,OCM1
632,OCN
1260,OCNC1
1262,OCNC2
1260,OCNCA
1260,OCNCALPHA
1262,OCNCB
6500,OCPII
6500,OCP2
4952,OCRL1
83882,OCSP
55638,OCSYN
5362,OCT
2200,OCTD
9390,OCTL1
9389,OCTL2
9390,OCTL3
6583,OCTN1
6584,OCTN2
4913,OCTS3
26137,ODA8S
164781,ODA16
160762,ODA5
123872,ODA7
57798,ODAG
4953,ODC
113451,ODCP
51582,ODC1L
113451,ODCP
2697,ODD
8600,ODF
4956,ODF27
114822,ODF5
54763,ODF6
4957,ODF84
4956,ODFPG
2697,ODOD
54953,ODR4
9768,OEATC1
29964,OEBT
83990,OF
7341,OFC10
4487,OFC5
3664,OFC6
5818,OFC7
8626,OFC8
9851,OFIP
6474,OG12
6474,OG12X
135935,OG2
135935,OG2X
645832,OG9
645832,OG9X
10724,OGA
8402,OGC
4968,OGH1
8111,OGR1
8473,OGT1
100505573,OGU1
1277,OI4
5479,OI9
4938,OIASI
4969,OIF
7205,OIP1
22906,OIP106
11340,OIP2
5315,OIP3
66008,OIP98
131177,OIT1
53827,OIT2
80279,OK/SWCL.114
399664,OK/SWCL.4
203068,OK/SWCL.56
85413,OKB1
29948,OKL38
9968,OKS
145264,OL64
57575,OLPCDH
87178,OLD35
87178,OLD35
83857,OLF
1879,OLF1
26211,OLF3
56944,OLF44
10439,OLFA
93145,OLFC
10562,OLFD
4992,OLFMF
4993,OLFMF3
4994,OLFRA03
4995,OLFRA04
10215,OLIGO2
91603,OMCG1
4974,OMGP
27429,OMI
25813,OMP85
498,OMR
257000,ONCOLNCRNA16
8856,ONR1
51316,ONZIN
375484,OOMA1
4987,OOR
10761,OOSP2L
655,OP1
656,OP2
3925,OP18
84233,OPA7
54838,OPAL1
6314,OPCA3
4978,OPCM
8050,OPDX
8600,OPGL
23092,OPHN1L
23092,OPHN1L1
2664,OPHN2
11141,OPHN4
51501,OPI10
26873,OPLA
4983,OPN1
2652,OPN1MW1
6010,OPN2
266553,OPO
146852,OPPO1
4986,OPRK
4041,OPS
51430,OPT
4041,OPTA1
1186,OPTA2
26696,OR125
138883,OR126
442194,OR10C1P
79490,OR10G6Q
343406,OR10R2Q
338674,OR1110
219487,OR11199
144124,OR11403
8590,OR1155
120776,OR11610
8387,OR1366
26211,OR1460
4992,OR1636
4992,OR1637
4992,OR1688
4992,OR1689
4992,OR1690
8388,OR17135
8392,OR17137
8392,OR1716
8387,OR172
8392,OR17201
8391,OR17208
8390,OR17209
8389,OR17210
4995,OR17228
653166,OR1730
8386,OR1731
8387,OR1732
4991,OR174
4994,OR1740
26189,OR176
8383,OR177
8388,OR1793
125962,OR1915
26658,OR1918
126370,OR1920
162998,OR194
26664,OR195
125963,OR196
26648,OR198
125958,OR19B
126370,OR1I1P
126370,OR1I1Q
81061,OR221
4995,OR228
127608,OR2AJ1Q
81697,OR2B2Q
391194,OR2M2Q
127077,OR2T11Q
127074,OR2T4Q
4992,OR3145
4994,OR40
81327,OR4A16Q
79346,OR4C5Q
26682,OR4F18
81127,OR4K15Q
26212,OR540
26212,OR541
390038,OR51D1Q
390075,OR52N5Q
390154,OR5T3Q
81697,OR61
26716,OR62
26212,OR631
442184,OR64
442185,OR65
442186,OR66
26707,OR68
150681,OR6B3Q
341416,OR6C67
341799,OR6S1Q
135948,OR71
393046,OR7138
26211,OR7139
26211,OR7140
393046,OR7141
135946,OR73
26648,OR7E24Q
158131,OR9A
347169,OR9B
26737,OR9C
26735,OR9D
254973,OR9E
392391,OR9F
84299,ORB3
5000,ORC4P
5001,ORC5P
5001,ORC5T
222229,ORCA
50937,ORCAM
10725,OREBP
537,ORF
54806,ORF1
84418,ORF1FL49
79783,ORF19
136647,ORF20
440829,ORF26
136991,ORF3
54954,ORF34
83992,ORF4
54097,ORF9
8019,ORFX
4987,ORL1
498,ORM
83884,ORNT2
114876,ORP1
114885,ORP11
9885,ORP2
26031,ORP3
23762,ORP4
6101,ORP1
114885,ORP11
10525,ORP150
26031,ORP3
23762,ORP4
114879,ORP5
114880,ORP6
114881,ORP7
114882,ORP8
4281,OS
10956,OS9
10106,OS4
84709,OSAP
5007,OSBP1
114882,OSBP10
4047,OSC
539,OSCP
57728,OSEG6
26578,OSF
10631,OSF2
55644,OSGEP1
64172,OSGEPL
26160,OSM1
57576,OSM3
9180,OSMRB
5010,OSP
9071,OSPL
22824,OSP94
23548,OSRF
23196,OSSA
1650,OST
127062,OST003
283159,OST004
442361,OST008
390275,OST025
219959,OST034
26740,OST044
390168,OST050
390190,OST073
390883,OST085
6184,OST1
441608,OST129
219982,OST181
135941,OST182
1603,OST2
119765,OST208
158131,OST226
158131,OST226OR9A
390882,OST260
219437,OST262
26693,OST265
390321,OST267
341276,OST363
7991,OST3A
84061,OST3B
391194,OST423
1650,OST48
121130,OST701
254879,OST703
81377,OST706
254786,OST709
26245,OST710
390197,OST711
285659,OST713
391121,OST717
343171,OST718
441932,OST722
81458,OST723
219431,OST725
343169,OST731
81472,OST742
390191,OST743
200931,OSTALPHA
123264,OSTBETA
4958,OSTEOADHERIN
121340,OSTERIX
121340,OSX
5020,OTNPI
64106,OT7T022
26017,OTAG12
158800,OTEX
5462,OTF3C
5455,OTF8
5456,OTF9
340990,OTGN
7728,OTK18
2281,OTK4
5308,OTLX2
150677,OTOSP
59341,OTRPC4
64783,OTT
64783,OTT1
29890,OTT3
126767,OTTHUMG00000001887
343066,OTTHUMG00000001889
390999,OTTHUMG00000001927
391004,OTTHUMG00000007909
645425,OTTHUMG00000007911
729528,OTTHUMG00000007916
645414,OTTHUMG00000007919
653619,OTTHUMG00000007921
727830,OTTHUMG00000013164
727905,OTTHUMG00000013204
389730,OTTHUMG00000013224
653427,OTTHUMG00000013332
349334,OTTHUMG00000013337
54875,OTTHUMG00000019597
286380,OTTHUMG00000019959
389816,OTTHUMG00000020980
401494,OTTHUMG00000021016
102724473,OTTHUMG00000024136
729396,OTTHUMG00000024137
645051,OTTHUMG00000024138
729428,OTTHUMG00000024142
729422,OTTHUMG00000024144
100132399,OTTHUMG00000024145
729431,OTTHUMG00000024146
100008586,OTTHUMG00000024147
645073,OTTHUMG00000024148
729442,OTTHUMG00000024149
349334,OTTHUMG00000066752
644019,OTTHUMG00000066820
653404,OTTHUMG00000066822
728747,OTTHUMG00000066855
644019,OTTHUMG00000067194
26748,OTTHUMG00000067390
441168,OTTHUMP00000017061
441168,OTTHUMP00000017062
645425,OTTHUMT00000008157
548313,OTTHUMT00000056510
23753,OTTHUMT00000075032
55432,OTUD2
7128,OTUD7C
1406,OTX3
150921,OUT
8073,OV1
11202,OVASIN
431705,OVASTACIN
128553,OVC102
1801,OVCA1
341350,OVCH
341277,OVTN
3060,OX
4345,OX2
7292,OX40L
3061,OX1R
3062,OX2R
7293,OX40
5018,OXA1
440503,OXPAT
5020,OXTNPI
84519,OYTES1
7705,OZF
339324,OZRF1
140825,OZZ
140825,OZZE3
1588,P450AROM
1585,P450C18
10879,PB
9182,PCIP1
9231,PDLG
5243,PGP
4012,PLAP
6817,PPST
57580,PREX1
80243,PREX2
53947,P(K)
8850,P/CAF
8202,P/CIP
6175,P0
8502,P0071
5551,P1
1543,P1450
4173,P1CDC21
51010,P10
22974,P100
23533,P101
23533,P101PI3K
4820,P104
57410,P105
5933,P107
6281,P11
9733,P110
5293,P110D
5707,P112
23370,P114RHOGEF
393,P115
9138,P115RHOGEF
23164,P116RIP
125988,P117
56655,P12
1500,P120
55695,P120(NOL1)
1500,P120CAS
1500,P120CTN
5921,P120GAP
5921,P120RASGAP
10395,P122RHOGAP
11196,P125
6764,P126
54512,P12A
56915,P12B
8099,P12DOC1
51013,P13
9221,P130
9564,P130CAS
27333,P138
50506,P138TOX
50506,P138(TOX)
4515,P13MTCP1
6280,P14
10247,P14.5
80725,P140CAP
23191,P140SRA1
1029,P14ARF
56259,P14L
1030,P15
55916,P152
9768,P15(PAF)
30849,P150
9646,P150TSP
1030,P15INK4B
55197,P15RS
1029,P16
10092,P16ARC
10514,P160
6093,P160ROCK
9828,P164RHOGEF
1029,P16INK4A
54107,P17
144568,P170
7975,P18
966,P1820
5422,P180
285672,P18SRP
1032,P19
8506,P190
394,P190B
2909,P190A
2909,P190ARHOGAP
394,P190BRHOGAP
2909,P190RHOGAP
64283,P190RHOGEF
143,P193
8826,P195
6500,P19A
1029,P19ARF
387032,P1P373C6
6181,P2
51673,P20
10093,P20ARC
8545,P20CGGBP
10565,P200
7158,P202
1026,P21
10094,P21ARC
5879,P21RAC1
10188,P21CDC42HS
1026,P21CIP1
1026,P21CIP1/WAF1
1778,P22
1535,P22PHOX
1981,P220
10728,P23
2803,P230
200576,P235
140767,P24
10972,P24(DELTA)
7011,P240
10959,P24A
54732,P24A2
222068,P24A3
54732,P24ALPHA2
222068,P24ALPHA3
23423,P24B
10959,P24B1
10959,P24BETA1
10972,P24D1
10972,P24DELTA1
11018,P24G1
50999,P24G2
51014,P24G3
23423,P24G4
146456,P24G5
11018,P24GAMMA1
50999,P24GAMMA2
51014,P24GAMMA3
23423,P24GAMMA4
146456,P24GAMMA5
3621,P24ING1C
84516,P25
9919,P250
57492,P250R
11076,P25ALPHA
122664,P25BETA
51673,P25GAMMA
51050,P25TI
3429,P27
5003,P27BWR1B
8289,P270
3692,P27BBP
5687,P27K
1027,P27KIP1
55004,P27RFRHO
5716,P28
54797,P28B
84289,P28ING5
25949,P29
51147,P29ING4
26589,P2ECSL
5030,P2P
5930,P2PR
27199,P2RY15
2846,P2RY9
5029,P2U
5023,P2X1
22953,P2X2
5024,P2X3
5025,P2X4
5026,P2X5
9127,P2X6
5027,P2X7
9127,P2XM
5028,P2Y1
27334,P2Y10
5032,P2Y11
64805,P2Y12
53829,P2Y13
27199,P2Y15
5030,P2Y4
10161,P2Y5
2846,P2Y5LIKE
5031,P2Y6
1241,P2Y7
286530,P2Y8
2846,P2Y9
8273,P3
1544,P3450
201161,P30
2033,P300
529,P31
9315,P311
708,P32
51773,P325
4050,P33
3621,P33ING1
3621,P33ING1B
3622,P33ING2
57179,P33MONOX
902,P34
10109,P34ARC
2220,P35
6804,P351
6810,P352
5591,P350
7264,P35B
8851,P35NCK5A
51251,P36
137886,P37
387032,P373C6.1
10234,P37NB
7965,P38
5600,P382
5600,P38BETA
5603,P38DELTA
6300,P38GAMMA
55578,P38IP
8941,P39
8941,P39NCK5AI
64129,P3ECSL
10491,P3H5
5394,P4
10314,P40
10095,P40ARC
5719,P40.5
57634,P400
25907,P40BBP
4689,P40PHOX
10095,P41ARC
5594,P41MAPK
124056,P41NOXA
124056,P41NOXB
124056,P41NOXC
5706,P42
89958,P42.3
339344,P42POP
9255,P43
79084,P44
5717,P44.5
64795,P44CTLH
5595,P44ERK1
5595,P44MAPK
9861,P44S10
6502,P45
5705,P45/SUG
1595,P45014DM
1543,P450C
1591,P450CC24
1565,P450DB1
1551,P450HFLA
1585,P450ALDO
1594,P450C1
1584,P450C11
1586,P450C17
1589,P450C21B
1565,P450C2D
1543,P450DX
1562,P450IIC17
1557,P450IIC19
1559,P450IIC9
1595,P450L1
1577,P450PCN3
1592,P450RAI
56603,P450RAI2
1592,P450RAI1
1583,P450SCC
5341,P47
3621,P47ING1A
54556,P47ING3
653361,P47PHOX
6767,P48
153443,P49
4791,P49/P100
5602,P493F12
54681,P4HTM
5034,P4HBETA
10130,P5
51251,P5'N1
958,P50
6346,P500
23600,P504S
8874,P50BP
11140,P50CDC37
392,P50RHOGAP
8626,P51
347148,P518
11168,P52
8924,P528
5612,P52RIPK
7157,P53
8925,P532
83638,P5326
63970,P53AIP1
23368,P53BP2LIKE
8626,P53CP
51499,P53CSV
94241,P53DINP1
50484,P53R2
219699,P53RDL1
255488,P53RFP
24150,P53TG3
9295,P54
22913,P542
5601,P54A
5602,P54BSAPK
4841,P54NRB
5718,P55
2268,P55CFGR
991,P55CDC
51678,P55T
8999,P56
9046,P56DOK2
1028,P57
2923,P58
3802,P58.1
728642,P58GTA
5611,P58IPK
8638,P59OASL
5831,P5C
8659,P5CDH
29920,P5CR2
5832,P5CS
6283,P6
8878,P60
3596,P600
57179,P60MONOX
80823,P60TRP
8925,P619
8878,P62
55729,P621
8878,P62B
1796,P62DOK
10970,P63
115557,P63RHOGEF
1192,P64CLCP
25932,P64H1
5970,P65
6464,P66
54815,P66ALPHA
57459,P66BETA
10988,P67
4688,P67PHOX
1655,P68
23404,P7
6199,P70BETA
6198,P70(S6K)ALPHA
641455,P704P
5826,P70R
6199,P70S6KB
57541,P71
10521,P72
7161,P73
8626,P73H
8626,P73L
11168,P75
27036,P75/AIRM1
4804,P75NTR
9375,P76
10445,P78
26205,P79PIF
6279,P8
57599,P80
8161,P80COILIN
8852,P82
9984,P84
5296,P85
5295,P85ALPHA
5296,P85B
8874,P85COOL1
8874,P85SPR
10989,P87
146850,P87PIKAP
10989,P89
100272147,P8MTCP1
11340,P9
7037,P90
6195,P90RSK
10677,P92
825,P94
10691,P96PIF
10428,P97
5597,P97MAPK
5514,P99
6275,P9KA
2038,PA
2171,PAFABP
80821,PAPLA1
79447,PA1
10630,PA2.26
23198,PA200
27244,PA26
10197,PA28GAMMA
5720,PA28ALPHA
5721,PA28BETA
10197,PA28G
55089,PAAT
8106,PAB2
26986,PABP1
5042,PABP3
140886,PABP5
80336,PABPC1L1
26986,PABPL1
1844,PAC1
117,PAC1
117,PAC1R
6905,PAC2
84262,PAC3
389362,PAC4
116,PACAP
117,PACAPR
57147,PACE1
57147,PACE1
8575,PACT
23569,PAD
10213,PAD1
6403,PADGEM
10039,PADPRT3
5047,PAEG
2861,PAELR
5828,PAF1
5190,PAF2
9768,PAF15
8295,PAF400
10849,PAF49
64425,PAF53
10629,PAF65A
27097,PAF65B
7941,PAFAH
64582,PAFR
55824,PAG
64393,PAG608
8712,PAGE1
203569,PAGE2
139793,PAGE3
9506,PAGE4
90737,PAGE5
5238,PAGM
9356,PAHT
5264,PAHX
9796,PAHXAP
5054,PAI
26135,PAIRBP1
5104,PAI3
51247,PAIP2A
26135,PAIRBP1
5586,PAK2
5062,PAK65
5062,PAKGAMMA
5066,PAL
23473,PALBH
51,PALMCOX
54873,PALML
64398,PALS1
51678,PALS2
50848,PAM1
93621,PAM14
131118,PAM18
84293,PAMM
55655,PAN1
204801,PAN10
126206,PAN11
338321,PAN12
126204,PAN13
51170,PAN1B
126205,PAN4
338322,PAN5
91662,PAN6
199713,PAN7
338323,PAN8
5276,PANCPIN
54097,PANDER
79019,PANE1
53354,PANK1A
53354,PANK1B
341405,PANKY
101927423,PANO
196500,PANP
196743,PAO
54498,PAOH1
10884,PAP
6100,PAP1
83444,PAP1BP
8611,PAP2A
8613,PAP2B
8612,PAP2C
2737,PAPA
29953,PAPII
11333,PAP1
130120,PAP1B
10514,PAP2
84279,PAP21
163404,PAP2D
5635,PAP39
5636,PAP41
64746,PAP7
2737,PAPA
83444,PAPA1
2737,PAPA1
9051,PAPAS
2737,PAPB
5100,PAPC
64852,PAPD2
23318,PAPD3
79670,PAPD6
55437,PAPK
390928,PAPL
390928,PAPL1
5069,PAPPA
60676,PAPPA2
5069,PAPPA1
60676,PAPPE
9061,PAPSS
51000,PAPST2
56903,PAPT
51094,PAQR1
221938,PAQR10
23531,PAQR11
79602,PAQR2
10899,PAR
2011,PAR1
4140,PAR1A
2011,PAR1B
4139,PAR1C
57787,PAR1D
5074,PAR4
50855,PAR6
50855,PAR6A
84612,PAR6B
84552,PAR6G
79581,PAR1
5303,PAR14
5303,PAR17
2011,PAR1B
2150,PAR2
2151,PAR3
117583,PAR3BETA
117583,PAR3L
9002,PAR4
50855,PAR6ALPHA
84552,PAR6GAMMA
79577,PARAFIBROMIN
5763,PARAT
6939,PARAXIS
6362,PARC
4998,PARC1
56288,PARD3A
55684,PARF
9411,PARG1
55010,PARI
155061,PARIS
55357,PARIS1
27429,PARK13
8398,PARK14
25793,PARK15
55737,PARK17
1981,PARK18
9829,PARK19
8867,PARK20
135138,PARK2CRG
5071,PARKIN
142,PARP
25976,PARP1
64761,PARP12
8658,PARP5A
80351,PARP5B
80351,PARP5C
25976,PARP7
56829,PARP13
8658,PARP5A
80351,PARP5B
80351,PARP5C
25976,PARP7
2058,PARS
25976,PART14
54956,PART15
79668,PART16
56965,PART17
8658,PART5
80351,PART6
165631,PART7
54625,PART8
116984,PARX
160492,PAS1C1
266743,PASD10
2034,PASD2
406,PASD3
4862,PASD4
4861,PASD5
64067,PASD6
64344,PASD7
3091,PASD8
56938,PASD9
3070,PASG
54487,PASHA
23178,PASKIN
79663,PASS1
206358,PAT1
1961,PAT133
197135,PAT1A
219988,PAT1B
153201,PAT2
285641,PAT3
120103,PAT4
160065,PATE
399968,PATEB
100169851,PATEDJ
399967,PATEM
23598,PATZ
9841,PATZ2
55072,PAUL
164684,PAWP
644815,PAWS1
127343,PAXB
26610,PAXNEB
55193,PB1
8501,PB39
222487,PB99
5068,PBCGF
10135,PBEF
754,PBF
5669,PBG1
210,PBGS
79618,PBHNF
26952,PBI
79682,PBIP1
26156,PBK1
135656,PBLT
100507679,PBMUCL1
285834,PBMUCL2
5310,PBP
3313,PBP74
706,PBR
6387,PBSF
5089,PBX2MHC
5167,PC1
5311,PC2
692094,PC3
54825,PCLKC
5122,PC1
5126,PC2
7832,PC3
64422,PC396
55827,PC326
54766,PC3B
3475,PC4
5097,PC42
5125,PC5
5125,PC6
9159,PC7
9159,PC8
28982,PCA
5167,PCA1
1001,PCAD
2648,PCAFB
127435,PCAN
50636,PCANAP5L
51380,PCAP
10892,PCASP1
5091,PCB
8270,PCC1
23463,PCCMT
30827,PCCX1
84678,PCCX2
5092,PCD
988,PCDC5RP
2896,PCDGF
27328,PCDHX
64881,PCDH13
56115,PCDH2
56116,PCDH3
56115,PCDH4
27253,PCDH68
54510,PCDH68L
54798,PCDHJ
27328,PCDHX
83259,PCDHY
200373,PCDP1
81669,PCEE
113235,PCFT
27253,PCH68
79016,PCIA1
84952,PCING
9509,PCINP
9033,PCL
51449,PCL1
22823,PCL2
26147,PCL3
54825,PCLKC
10686,PCLN1
5420,PCLP
56888,PCMF
5339,PCN
1577,PCN3
5116,PCNTB
5547,PCP
10076,PCP2
1361,PCPB
5118,PCPE
5118,PCPE1
26577,PCPE2
5801,PCPTP1
114789,PCSCL
8720,PCSK8
3964,PCTA1
5127,PCTAIRE
5127,PCTAIRE1
5128,PCTAIRE2
23424,PCTAIRE2BP
5129,PCTAIRE3
5127,PCTGAIRE
10809,PCTP2
6690,PCTT
5133,PD1
64115,PD1H
5168,PDIALPHA
5169,PDIBETA
29126,PDL1
80380,PDL2
5133,PD1
54623,PD2
64714,PDA2
1737,PDCE2
57099,PDCD12
7827,PDCN
26063,PDCR
501,PDE
5146,PDEA2
25803,PDEF
26227,PDG
3728,PDGB
5154,PDGFA
5154,PDGF1
5159,PDGFR1
5156,PDGFR2
54704,PDH
5162,PDHE1B
5164,PDHK2
64714,PDI
10961,PDIDB
29943,PDI1
11240,PDI2
51702,PDI3
23569,PDI4
23569,PDI5
5034,PDIA1
23071,PDIA10
81542,PDIA11
51075,PDIA12
54495,PDIA13
56255,PDIA14
81567,PDIA15
51060,PDIA16
10551,PDIA17
155465,PDIA18
54431,PDIA19
204474,PDIA7
121506,PDIA8
10961,PDIA9
844,PDIB1
845,PDIB2
85441,PDIP1
84271,PDIP3
26073,PDIP38
84271,PDIP46
10954,PDIR
5071,PDJ
29126,PDL1
80380,PDL2
11155,PDLIM6
54704,PDP
57055,PDP1678
55066,PDP3
51458,PDRC2
55004,PDRO
5172,PDS
4716,PDSW
3651,PDX1
55163,PDXPO
10083,PDZ73
9693,PDZGEF1
51735,PDZGEF2
5998,PDZRGS3
9826,PDZRHOGEF
10083,PDZ73
5174,PDZD1
25861,PDZD7B
10083,PDZD7C
84708,PDZRN2
57595,PDZRN4L
79917,PDZX
2117,PE1
2077,PE2
2077,PE2
8682,PEA15
2118,PEA3
157285,PEAK2
116138,PEAS
5037,PEBP
860,PEBP2A1
861,PEBP2A2
864,PEBP2A3
860,PEBP2AA1
865,PEBP2B
27290,PEC60
22990,PECANEX
8682,PED
8682,PEDPEA15
8682,PED/PEA15
553115,PEF1A
10016,PEF1B
4232,PEG1
388015,PEG11
4826,PEG5
64376,PEGASUS
9052,PEIG1
9451,PEK
6275,PEL98
3654,PELLE
4582,PEM
23229,PEM2
4354,PEMP
10400,PEMPT
10400,PEMT2
9933,PEN
9024,PEN11B
55851,PEN2
5173,PENKB
340348,PENUMBRA
56652,PEO
56652,PEO1
5047,PEP
5121,PEP19
51699,PEP11
57617,PEP3
55823,PEP5
9559,PEP8A
112936,PEP8B
5106,PEPCK
5105,PEPCKC
5106,PEPCK2
84528,PEPP2
57664,PEPP1
54477,PEPP2
22874,PEPP3
6564,PEPT1
6565,PEPT2
10452,PEREC1
100507436,PERB11.1
4277,PERB11.2
133522,PERC
10452,PEREC1
646480,PERF
646480,PERF15
10631,PERIOSTIN
51526,PERIT1
9451,PERK
3339,PERLECAN
10692,PEROPSIN
51237,PERP1
8787,PERRS
6623,PERSYN
23481,PES
151871,PESCRG1
10850,PESKY
54738,PET1
493753,PET191
977,PETA3
5251,PEX
8800,PEX11ALPHA
51555,PEX5R
5784,PEZ
57649,PF1
55172,PF13
9576,PF16
79582,PF20
352909,PF22
200162,PF6
55105,PFA1
84316,PFAAP2
10443,PFAAP5
5201,PFD1
7411,PFD3
5203,PFD4
5204,PFD5
10471,PFD6
728621,PFD6L
7411,PFDN3
115207,PFET1
6331,PFHB1
5205,PFIC
8647,PFIC2
5244,PFIC3
5213,PFK1
5214,PFKC
5214,PFKF
60529,PFM
11108,PFM1
63976,PFM13
11107,PFM2
56979,PFM6
56980,PFM7
56981,PFM8
5551,PFP
51659,PFS2
5218,PFTAIRE1
65061,PFTAIRE2
1833,PGLB
1462,PGM
8788,PG2
326,PGA1
5223,PGAMB
5224,PGAMM
441531,PGAM3
65258,PGAP5
58986,PGAP6
51129,PGAR
10891,PGC1ALPHA
10891,PGC1
10891,PGC1A
133522,PGC1B
359787,PGC7
84498,PGCC1
10404,PGCP
27306,PGD2
26227,PGDH
5730,PGDS
8644,PGFS
2339,PGGT1A
5742,PGHS1
5740,PGIS
4702,PGIV
5592,PGK
5232,PGK2
5232,PGKPS
114771,PGLYRPIALPHA
57115,PGLYRPIBETA
114770,PGLYRPL
5239,PGMRP
54858,PGPI
960,PGP1
7345,PGP9.5
29953,PGPEP2
54858,PGPI
8225,PGPL
89866,PGPRP117
387509,PGR1
344758,PGR10
285601,PGR11
353345,PGR13
387129,PGR14
139378,PGR17
221393,PGR18
266977,PGR19
350383,PGR2
222611,PGR20
166647,PGR21
151556,PGR22
165082,PGR23
347088,PGR24
283383,PGR25
222487,PGR26
221188,PGR27
165829,PGR28
124274,PGR3
338557,PGR4
390212,PGR5
344561,PGR6
134391,PGR7
115330,PGR8
93185,PGRL
2896,PGRN
8993,PGRP
114771,PGRPIALPHA
57115,PGRPIBETA
114770,PGRPL
8993,PGRPS
114771,PGRPIA
57115,PGRPIB
114770,PGRPL
8993,PGRPS
3547,PGSF2
6578,PGT
8647,PGY4
5053,PH
6677,PH20
2515,PH30B
54681,PH4
189,PH1
9380,PH2
8969,PH2A/F
2515,PH30
54681,PH4
84680,PHACS
79156,PHAFIN1
79666,PHAFIN2
8419,PHAKININ
8125,PHAPI
10541,PHAPI2
6418,PHAPII
56623,PHARBIN
1978,PHASI
5245,PHB1
3026,PHBP
112398,PHD1
54583,PHD2
112399,PHD3
54681,PHD4
10056,PHEHB
9043,PHET
30827,PHF18
55632,PHF7B
2879,PHGPX
6833,PHHI
26472,PHI1
805,PHKD
613,PHL
5082,PHLP
5066,PHM
25843,PHOCN
6473,PHOG
5799,PHOGRIN
5803,PHOSPHACAN
170954,PHOSTENSIN
5396,PHOX1
9890,PHP1
29085,PHP14
427,PHP32
58473,PHR1
200315,PHRBN
9582,PHRBNL
22822,PHRIP
123811,PHSECRG2
121260,PHT1
51296,PHT2
5264,PHYH1
26061,PHYH2
7702,PHZ1
7690,PHZ10
7691,PHZ12
7692,PHZ13
7693,PHZ15
7694,PHZ17
7695,PHZ20
7697,PHZ32
7586,PHZ37
7699,PHZ39
7700,PHZ44
7701,PHZ49
7707,PHZ52
7692,PHZ66
7709,PHZ67
7710,PHZ92
7711,PHZ96
2923,PIPLC
5265,PI1
6318,PI11
1992,PI2
9491,PI31
5290,PI3K
5286,PI3KC2ALPHA
5287,PI3KC2BETA
5297,PI4KALPHA
5298,PI4KBETA
5297,PI4K230
5298,PI4K92
55361,PI4KII
55300,PI4KIIB
253260,PIA
51588,PIASG
9063,PIASXALPHA
9063,PIASXBETA
51588,PIASY
7341,PIC1
54821,PICH
10539,PICOT
29997,PICT1
29997,PICT1
50943,PIDX
138162,PIERCE1
117159,PIF
26205,PIF79
10691,PIF96
23556,PIGN
3963,PIG1
8507,PIG10
9537,PIG11
9536,PIG12
81563,PIG13
2495,PIG15
51234,PIG17
2593,PIG2
5954,PIG20
10126,PIG27
9540,PIG3
5176,PIG35
55068,PIG38
6288,PIG4
338440,PIG5
23244,PIG54
5625,PIG6
9516,PIG7
9538,PIG8
8379,PIG9
25776,PIGEA14
25776,PIGEA14
64065,PIGPC1
55361,PIK42A
55300,PIK42B
133584,PIKA
387836,PILAR
22921,PILB
1960,PILOT
51752,PILSAP
93643,PILT
96764,PIMT
8655,PIN
7013,PIN2
3987,PINCH
55679,PINCH2
3987,PINCH1
55679,PINCH2
58476,PINH
80115,PINKBAR
29899,PINS
79033,PINT1
65057,PIP1
26034,PIP3E
200576,PIP5K
23396,PIP5KGAMMA
5305,PIP5KIIA
5305,PIP5KIIALPHA
8396,PIP5KIIB
8396,PIP5KIIBETA
51574,PIP7S
27124,PIPP
27254,PIPPIN
11025,PIRB
8446,PIR1
26999,PIR121
10635,PIR51
11025,PIRB
25898,PIRH2
10423,PIS
10423,PIS1
8558,PISSLRE
57120,PIST
6574,PIT1
6575,PIT2
1025,PITALRE
128344,PITCHFORK
23243,PITK
728642,PITSLRE
9271,PIWI
8874,PIXB
6794,PJS
84432,PK1
8563,PK1.3
706,PK18
60675,PK2
5315,PK3
8476,PK428
5566,PKACA
5567,PKACB
5568,PKACG
80025,PKAN
207,PKB
10000,PKBG
706,PKBS
112476,PKC
5583,PKCL
5587,PKCMU
2280,PKC12
5590,PKC2
5582,PKCC
5584,PKCI
3094,PKCI1
5583,PKCL
5587,PKCM
4082,PKCSL
5587,PKD
5311,PKD4
282974,PKE
5592,PKG
3728,PKGB
8566,PKH
54101,PKK
9815,PKL
8576,PKL12
5585,PKN
29941,PKNBETA
1513,PKND
25953,PKND1
5610,PKR
10887,PKR1
128674,PKR2
11011,PKUALPHA
9874,PKUBETA
5860,PKU2
5613,PKX1
10114,PKY
5406,PL
647087,PL5283
11070,PL6
25833,PLA1
200879,PLA1B
