entrez_id,bioentities
51384,Tubulin
7283,TUBG
27175,TUBG
203068,TUBB
81027,TUBB
7280,TUBB
347733,TUBB
10381,TUBB
10382,TUBB
10383,TUBB
84617,TUBB
7846,TUBA
10376,TUBA
84790,TUBA
7278,TUBA
113457,TUBA
112714,TUBA
7277,TUBA
51807,TUBA
79861,TUBA
7248,TSC
7249,TSC
7177,Tryptase
64499,Tryptase
23430,Tryptase
25823,Tryptase
7138,Troponin_T
7139,Troponin_T
7140,Troponin_T
7135,Troponin_I
7136,Troponin_I
7137,Troponin_I
7134,Troponin_C
7125,Troponin_C
7248,Troponin
7249,Troponin
7177,Troponin
64499,Troponin
23430,Troponin
25823,Troponin
7134,Troponin
7125,Troponin
7135,Troponin
7136,Troponin
7137,Troponin
7138,Troponin
7139,Troponin
7140,Troponin
7153,TOP2
7155,TOP2
7132,TNFRSF
7133,TNFRSF
7293,TNFRSF
943,TNFRSF
3604,TNFRSF
8797,TNFRSF
8795,TNFRSF
8794,TNFRSF
8793,TNFRSF
8792,TNFRSF
4982,TNFRSF
51330,TNFRSF
23495,TNFRSF
115650,TNFRSF
8764,TNFRSF
608,TNFRSF
8784,TNFRSF
55504,TNFRSF
27242,TNFRSF
8718,TNFRSF
3371,TN
63923,TN
7143,TN
7148,TN
7096,TLR
7097,TLR
7098,TLR
7099,TLR
7100,TLR
10333,TLR
51284,TLR
51311,TLR
54106,TLR
81793,TLR
9015,TIF_IB
9014,TIF_IB
9013,TIF_IB
6908,TIF_IB
7074,TIAM
26230,TIAM
2147,Thrombin_antithrombin
462,Thrombin_antithrombin
7067,THR
7068,THR
7057,THBS
7058,THBS
7059,THBS
7060,THBS
1311,THBS
7046,TGFBR
7048,TGFBR
7049,TGFBR
7040,TGFB
7042,TGFB
7043,TGFB
7027,TFDP
7029,TFDP
7020,TFAP2
7021,TFAP2
7022,TFAP2
83741,TFAP2
339488,TFAP2
6955,TCR
6957,TCR
6964,TCR
6965,TCR
51176,TCF_LEF
6932,TCF_LEF
83439,TCF_LEF
6934,TCF_LEF
6890,TAP
6891,TAP
23457,TAP
8289,SWI_SNF
57492,SWI_SNF
6594,SWI_SNF
6595,SWI_SNF
6597,SWI_SNF
8467,SWI_SNF
6598,SWI_SNF
6599,SWI_SNF
6601,SWI_SNF
6602,SWI_SNF
6603,SWI_SNF
6604,SWI_SNF
6605,SWI_SNF
86,SWI_SNF
51412,SWI_SNF
6596,SWI_SNF
6833,Sulfonylurea_receptor
10060,Sulfonylurea_receptor
6776,STAT5
6777,STAT5
6772,STAT
6773,STAT
6774,STAT
6775,STAT
6778,STAT
6776,STAT
6777,STAT
7096,STAT
7097,STAT
7098,STAT
7099,STAT
7100,STAT
10333,STAT
51284,STAT
51311,STAT
54106,STAT
81793,STAT
8289,STAT
57492,STAT
6594,STAT
6595,STAT
6597,STAT
8467,STAT
6598,STAT
6599,STAT
6601,STAT
6602,STAT
6603,STAT
6604,STAT
6605,STAT
86,STAT
51412,STAT
6596,STAT
7132,STAT
7133,STAT
7293,STAT
943,STAT
3604,STAT
8797,STAT
8795,STAT
8794,STAT
8793,STAT
8792,STAT
4982,STAT
51330,STAT
23495,STAT
115650,STAT
8764,STAT
608,STAT
8784,STAT
55504,STAT
27242,STAT
8718,STAT
7027,STAT
7029,STAT
7074,STAT
26230,STAT
6833,STAT
10060,STAT
6890,STAT
6891,STAT
23457,STAT
51176,STAT
6932,STAT
83439,STAT
6934,STAT
7020,STAT
7021,STAT
7022,STAT
83741,STAT
339488,STAT
7040,STAT
7042,STAT
7043,STAT
7046,STAT
7048,STAT
7049,STAT
7057,STAT
7058,STAT
7059,STAT
7060,STAT
1311,STAT
7067,STAT
7068,STAT
3371,STAT
63923,STAT
7143,STAT
7148,STAT
7153,STAT
7155,STAT
2147,STAT
462,STAT
9015,STAT
9014,STAT
9013,STAT
6908,STAT
6955,STAT
6957,STAT
6964,STAT
6965,STAT
6720,SREBF
6721,SREBF
2268,SRC
2534,SRC
6714,SRC
7525,SRC
10252,SPRY
10253,SPRY
10251,SPRY
81848,SPRY
161742,SPRED
200734,SPRED
399473,SPRED
6654,SOS
6655,SOS
6647,SOD
6648,SOD
6649,SOD
6615,SNAI
6591,SNAI
333929,SNAI
8243,SMC1
27127,SMC1
4087,SMAD2_3
4088,SMAD2_3
4086,SMAD
4089,SMAD
4090,SMAD
4091,SMAD
4092,SMAD
4093,SMAD
6772,SMAD
6773,SMAD
6774,SMAD
6775,SMAD
6778,SMAD
6647,SMAD
6648,SMAD
6649,SMAD
6654,SMAD
6655,SMAD
10252,SMAD
10253,SMAD
10251,SMAD
81848,SMAD
161742,SMAD
200734,SMAD
399473,SMAD
4087,SMAD
4088,SMAD
8243,SMAD
27127,SMAD
6615,SMAD
6591,SMAD
333929,SMAD
2268,SMAD
2534,SMAD
6714,SMAD
7525,SMAD
6720,SMAD
6721,SMAD
6513,SLC2A
6514,SLC2A
6515,SLC2A
6517,SLC2A
6518,SLC2A
11182,SLC2A
155184,SLC2A
29988,SLC2A
56606,SLC2A
81031,SLC2A
66035,SLC2A
154091,SLC2A
144195,SLC2A
6464,SHC
25759,SHC
53358,SHC
399694,SHC
1992,SERPINB
5055,SERPINB
6317,SERPINB
6318,SERPINB
5268,SERPINB
5269,SERPINB
8710,SERPINB
5271,SERPINB
5272,SERPINB
5273,SERPINB
89778,SERPINB
89777,SERPINB
5275,SERPINB
487,SERCA
488,SERCA
489,SERCA
6401,Selectin
6402,Selectin
6403,Selectin
6319,SCD
79966,SCD
6288,SAA
6289,SAA
6291,SAA
1901,S1PR
9294,S1PR
1903,S1PR
8698,S1PR
53637,S1PR
388697,S100A
6271,S100A
6281,S100A
6282,S100A
6283,S100A
6284,S100A
57402,S100A
140576,S100A
6273,S100A
6274,S100A
6275,S100A
6276,S100A
6277,S100A
6278,S100A
338324,S100A
6279,S100A
6280,S100A
126637,S100A
6256,RXR
6257,RXR
6258,RXR
6195,RSK
6196,RSK
6197,RSK
8986,RSK
9252,RSK
27330,RSK
6198,RSK
6199,RSK
6199,RSK
5058,RSK
5062,RSK
5063,RSK
10298,RSK
57144,RSK
56924,RSK
55742,RSK
29780,RSK
64098,RSK
5087,RSK
5089,RSK
5090,RSK
80714,RSK
5138,RSK
5152,RSK
10846,RSK
50940,RSK
5727,RSK
8643,RSK
142,RSK
10038,RSK
10039,RSK
143,RSK
56965,RSK
79668,RSK
83666,RSK
84875,RSK
57097,RSK
64761,RSK
54625,RSK
165631,RSK
54956,RSK
8658,RSK
80351,RSK
25976,RSK
6117,RPA
6118,RPA
6119,RPA
4919,ROR
4920,ROR
6093,ROCK
9475,ROCK
5430,RNApo_II
5431,RNApo_II
5432,RNApo_II
5433,RNApo_II
5434,RNApo_II
5435,RNApo_II
5436,RNApo_II
5437,RNApo_II
5438,RNApo_II
5439,RNApo_II
246721,RNApo_II
5440,RNApo_II
5441,RNApo_II
25885,RNApo_I
84172,RNApo_I
9533,RNApo_I
51082,RNApo_I
396,RhoGDI
397,RhoGDI
398,RhoGDI
387,RHO
388,RHO
389,RHO
23179,RGL
5863,RGL
57139,RGL
5989,RFX
5990,RFX
5991,RFX
5992,RFX
5993,RFX
222546,RFX
64864,RFX
731220,RFX
5981,RFC
5982,RFC
5983,RFC
5984,RFC
5985,RFC
11186,RASSF
9770,RASSF
283349,RASSF
83937,RASSF
83593,RASSF
166824,RASSF
8045,RASSF
11228,RASSF
9182,RASSF
644943,RASSF
10125,RASGRP
10235,RASGRP
25780,RASGRP
115727,RASGRP
5923,RASGRF
5924,RASGRF
8437,RASAL
9462,RASAL
64926,RASAL
5921,RASA
5922,RASA
22821,RASA
3845,RAS
3265,RAS
4893,RAS
5914,RAR
5915,RAR
5916,RAR
2889,RAPGEF
9693,RAPGEF
5898,RAL
5899,RAL
369,RAF
673,RAF
5894,RAF
5879,RAC
5880,RAC
5881,RAC
391,RAC
10890,RAB
8766,RAB
9230,RAB
201475,RAB
5872,RAB
51552,RAB
376267,RAB
64284,RAB
22931,RAB
401409,RAB
5861,RAB
81876,RAB
81876,RAB
55647,RAB
23011,RAB
57403,RAB
51715,RAB
53917,RAB
57111,RAB
25837,RAB
5873,RAB
5874,RAB
9364,RAB
5862,RAB
84932,RAB
27314,RAB
11031,RAB
10981,RAB
9363,RAB
83452,RAB
83871,RAB
11021,RAB
9609,RAB
326624,RAB
23682,RAB
54734,RAB
116442,RAB
5864,RAB
5865,RAB
115827,RAB
9545,RAB
142684,RAB
282808,RAB
10966,RAB
57799,RAB
347517,RAB
115273,RAB
339122,RAB
401258,RAB
5867,RAB
53916,RAB
5868,RAB
5869,RAB
5878,RAB
5870,RAB
51560,RAB
84084,RAB
7879,RAB
338382,RAB
8934,RAB
4218,RAB
51762,RAB
9367,RAB
51209,RAB
11159,RAB
11158,RAB
285282,RAB
64792,RAB
5731,PTGER
5732,PTGER
5733,PTGER
5734,PTGER
5682,Proteasome
5683,Proteasome
5684,Proteasome
5685,Proteasome
5686,Proteasome
5687,Proteasome
5688,Proteasome
143471,Proteasome
5689,Proteasome
5699,Proteasome
5690,Proteasome
5691,Proteasome
5692,Proteasome
5693,Proteasome
5694,Proteasome
5695,Proteasome
5696,Proteasome
5698,Proteasome
5700,Proteasome
5701,Proteasome
5702,Proteasome
5704,Proteasome
5705,Proteasome
5706,Proteasome
5707,Proteasome
5716,Proteasome
5717,Proteasome
5718,Proteasome
5719,Proteasome
10213,Proteasome
5708,Proteasome
5709,Proteasome
5710,Proteasome
5711,Proteasome
9861,Proteasome
5713,Proteasome
5714,Proteasome
5715,Proteasome
5720,Proteasome
5721,Proteasome
10197,Proteasome
9491,Proteasome
7979,Proteasome
8078,Proteasome
5095,Propionyl_CoA_carboxylase
5096,Propionyl_CoA_carboxylase
5592,PRKG
5593,PRKG
5573,PRKAR
5575,PRKAR
5576,PRKAR
5577,PRKAR
5566,PRKAC
5567,PRKAC
5568,PRKAC
5052,PRDX
7001,PRDX
10935,PRDX
10549,PRDX
25824,PRDX
9588,PRDX
8726,PRC2_complex
2145,PRC2_complex
2146,PRC2_complex
23512,PRC2_complex
648,PRC1_complex
84733,PRC1_complex
8535,PRC1_complex
57332,PRC1_complex
7703,PRC1_complex
1911,PRC1_complex
1912,PRC1_complex
80012,PRC1_complex
5252,PRC1_complex
6015,PRC1_complex
6045,PRC1_complex
22955,PRC1_complex
7528,PRC1_complex
7693,PRC1_complex
5534,PPP3R
5535,PPP3R
5530,PPP3C
5532,PPP3C
5533,PPP3C
5530,PPP3
5532,PPP3
5533,PPP3
5534,PPP3
5535,PPP3
5052,PPP3
7001,PPP3
10935,PPP3
10549,PPP3
25824,PPP3
9588,PPP3
648,PPP3
84733,PPP3
8535,PPP3
57332,PPP3
7703,PPP3
1911,PPP3
1912,PPP3
80012,PPP3
5252,PPP3
6015,PPP3
6045,PPP3
22955,PPP3
7528,PPP3
7693,PPP3
8726,PPP3
2145,PPP3
2146,PPP3
23512,PPP3
5520,PPP2R_B
5521,PPP2R_B
5522,PPP2R_B
55844,PPP2R_B
5523,PPP2R_B
28227,PPP2R_B
5524,PPP2R_B
5525,PPP2R_B
5526,PPP2R_B
5527,PPP2R_B
5528,PPP2R_B
5529,PPP2R_B
5518,PPP2R_A
5519,PPP2R_A
333926,PPP2C
5515,PPP2C
5516,PPP2C
333926,PPP2
5515,PPP2
5516,PPP2
5518,PPP2
5519,PPP2
5520,PPP2
5521,PPP2
5522,PPP2
55844,PPP2
5523,PPP2
28227,PPP2
5524,PPP2
5525,PPP2
5526,PPP2
5527,PPP2
5528,PPP2
5529,PPP2
5514,PPP1R
6992,PPP1R
4659,PPP1R
4660,PPP1R
54776,PPP1R
23368,PPP1R
94274,PPP1R
26472,PPP1R
81706,PPP1R
54866,PPP1R
23645,PPP1R
84919,PPP1R
84988,PPP1R
26051,PPP1R
5502,PPP1R
84152,PPP1R
151242,PPP1R
5504,PPP1R
5506,PPP1R
79660,PPP1R
5507,PPP1R
5509,PPP1R
89801,PPP1R
5510,PPP1R
5511,PPP1R
55607,PPP1R
84687,PPP1R
5499,PPP1C
5500,PPP1C
5501,PPP1C
5499,PPP1
5500,PPP1
5501,PPP1
5514,PPP1
6992,PPP1
4659,PPP1
4660,PPP1
54776,PPP1
23368,PPP1
94274,PPP1
26472,PPP1
81706,PPP1
54866,PPP1
23645,PPP1
84919,PPP1
84988,PPP1
26051,PPP1
5502,PPP1
84152,PPP1
151242,PPP1
5504,PPP1
5506,PPP1
79660,PPP1
5507,PPP1
5509,PPP1
89801,PPP1
5510,PPP1
5511,PPP1
55607,PPP1
84687,PPP1
5465,PPAR
5467,PPAR
5468,PPAR
8611,PPAP2
8612,PPAP2
8613,PPAP2
5337,PLD
5338,PLD
23646,PLD
122618,PLD
200150,PLD
201164,PLD
5335,PLCG
5336,PLCG
5333,PLCD
113026,PLCD
84812,PLCD
23236,PLCB
5330,PLCB
5331,PLCB
5332,PLCB
51196,PLC
89869,PLC
23236,PLC
5330,PLC
5331,PLC
5332,PLC
5333,PLC
113026,PLC
84812,PLC
5335,PLC
5336,PLC
5337,PLC
5338,PLC
23646,PLC
122618,PLC
200150,PLC
201164,PLC
8611,PLC
8612,PLC
8613,PLC
5465,PLC
5467,PLC
5468,PLC
5321,PLA2G4
8605,PLA2G4
283748,PLA2G4
5320,PLA2G2
391013,PLA2G2
26279,PLA2G2
30814,PLA2G2
64600,PLA2G2
5319,PLA2
50487,PLA2
5322,PLA2
8398,PLA2
7941,PLA2
8399,PLA2
81579,PLA2
84647,PLA2
5320,PLA2
391013,PLA2
26279,PLA2
30814,PLA2
64600,PLA2
5321,PLA2
8605,PLA2
283748,PLA2
51196,PLA2
89869,PLA2
5569,PKI
5570,PKI
11142,PKI
5578,PKC
5579,PKC
5580,PKC
5581,PKC
5582,PKC
5583,PKC
5584,PKC
5588,PKC
5590,PKC
23683,PKC
5879,PKA
5880,PKA
5881,PKA
391,PKA
5573,PKA
5575,PKA
5576,PKA
5577,PKA
5566,PKA
5567,PKA
5568,PKA
5592,PKA
5593,PKA
5731,PKA
5732,PKA
5733,PKA
5734,PKA
10890,PKA
8766,PKA
9230,PKA
201475,PKA
5872,PKA
51552,PKA
376267,PKA
64284,PKA
22931,PKA
401409,PKA
5861,PKA
81876,PKA
81876,PKA
55647,PKA
23011,PKA
57403,PKA
51715,PKA
53917,PKA
57111,PKA
25837,PKA
5873,PKA
5874,PKA
9364,PKA
5862,PKA
84932,PKA
27314,PKA
11031,PKA
10981,PKA
9363,PKA
83452,PKA
83871,PKA
11021,PKA
9609,PKA
326624,PKA
23682,PKA
54734,PKA
116442,PKA
5864,PKA
5865,PKA
115827,PKA
9545,PKA
142684,PKA
282808,PKA
10966,PKA
57799,PKA
347517,PKA
115273,PKA
339122,PKA
401258,PKA
5867,PKA
53916,PKA
5868,PKA
5869,PKA
5878,PKA
5870,PKA
51560,PKA
84084,PKA
7879,PKA
338382,PKA
8934,PKA
4218,PKA
51762,PKA
9367,PKA
51209,PKA
11159,PKA
11158,PKA
285282,PKA
64792,PKA
5095,PKA
5096,PKA
5682,PKA
5683,PKA
5684,PKA
5685,PKA
5686,PKA
5687,PKA
5688,PKA
143471,PKA
5689,PKA
5699,PKA
5690,PKA
5691,PKA
5692,PKA
5693,PKA
5694,PKA
5695,PKA
5696,PKA
5698,PKA
5700,PKA
5701,PKA
5702,PKA
5704,PKA
5705,PKA
5706,PKA
5707,PKA
5716,PKA
5717,PKA
5718,PKA
5719,PKA
10213,PKA
5708,PKA
5709,PKA
5710,PKA
5711,PKA
9861,PKA
5713,PKA
5714,PKA
5715,PKA
5720,PKA
5721,PKA
10197,PKA
9491,PKA
7979,PKA
8078,PKA
8503,PIK3R_I
30849,PIK3R_I
23533,PIK3R_I
146850,PIK3R_I
5295,PIK3R_I
5296,PIK3R_I
5295,PI3K_p85
5296,PI3K_p85
5290,PI3K_p110
5291,PI3K_p110
5293,PI3K_p110
5294,PI3K_p110
5290,PI3K
5291,PI3K
5293,PI3K
5294,PI3K
8503,PI3K
30849,PI3K
23533,PI3K
146850,PI3K
5569,PI3K
5570,PI3K
11142,PI3K
5319,PI3K
50487,PI3K
5322,PI3K
8398,PI3K
7941,PI3K
8399,PI3K
81579,PI3K
84647,PI3K
5578,PI3K
5579,PI3K
5580,PI3K
5581,PI3K
5582,PI3K
5583,PI3K
5584,PI3K
5588,PI3K
5590,PI3K
23683,PI3K
801,PhK
5255,PhK
5256,PhK
5257,PhK
5260,PhK
5261,PhK
5216,PFN
5217,PFN
345456,PFN
375189,PFN
5163,PDK
5164,PDK
5165,PDK
5166,PDK
1737,PDH
1738,PDH
5160,PDH
5161,PDH
5162,PDH
8050,PDH
5159,PDGFR_BB
5156,PDGFR_AB
5159,PDGFR_AB
5156,PDGFR_AA
5156,PDGFR
5159,PDGFR
80310,PDGF_DD
56034,PDGF_CC
5155,PDGF_BB
5154,PDGF_AB
5155,PDGF_AB
5154,PDGF_AA
5154,PDGF
5155,PDGF
56034,PDGF
80310,PDGF
5151,PDE8
8622,PDE8
5150,PDE7
27115,PDE7
5145,PDE6
5158,PDE6
5146,PDE6
5141,PDE4
5142,PDE4
5143,PDE4
5144,PDE4
5139,PDE3
5140,PDE3
5136,PDE1
5153,PDE1
5137,PDE1
5138,PDE
5152,PDE
10846,PDE
50940,PDE
5154,PDE
5155,PDE
56034,PDE
80310,PDE
5154,PDE
5154,PDE
5155,PDE
5155,PDE
56034,PDE
80310,PDE
5156,PDE
5159,PDE
5156,PDE
5156,PDE
5159,PDE
5159,PDE
5136,PDE
5153,PDE
5137,PDE
5139,PDE
5140,PDE
5141,PDE
5142,PDE
5143,PDE
5144,PDE
5145,PDE
5158,PDE
5146,PDE
5150,PDE
27115,PDE
5151,PDE
8622,PDE
5163,PDE
5164,PDE
5165,PDE
5166,PDE
5216,PDE
5217,PDE
345456,PDE
375189,PDE
801,PDE
5255,PDE
5256,PDE
5257,PDE
5260,PDE
5261,PDE
1737,PDE
1738,PDE
5160,PDE
5161,PDE
5162,PDE
8050,PDE
5087,PBX
5089,PBX
5090,PBX
80714,PBX
5727,Patched
8643,Patched
55742,PARV
29780,PARV
64098,PARV
142,PARP
10038,PARP
10039,PARP
143,PARP
56965,PARP
79668,PARP
83666,PARP
84875,PARP
57097,PARP
64761,PARP
54625,PARP
165631,PARP
54956,PARP
8658,PARP
80351,PARP
25976,PARP
5058,PAK
5062,PAK
5063,PAK
10298,PAK
57144,PAK
56924,PAK
6195,P90RSK
6196,P90RSK
6197,P90RSK
8986,P90RSK
9252,P90RSK
27330,P90RSK
6198,P70S6K
6199,P70S6K
6199,P70S6K
7157,p53_family
8626,p53_family
7161,p53_family
5600,p38
6300,p38
5603,p38
1432,p38
5028,P2RY
5029,P2RY
5030,P2RY
5031,P2RY
286530,P2RY
27334,P2RY
5032,P2RY
64805,P2RY
53829,P2RY
9934,P2RY
2846,P2RY
10161,P2RY
5023,P2RX
22953,P2RX
5024,P2RX
5025,P2RX
5026,P2RX
9127,P2RX
5027,P2RX
2810,p14_3_3
7529,p14_3_3
7531,p14_3_3
7532,p14_3_3
7533,p14_3_3
10971,p14_3_3
7534,p14_3_3
4914,NTRK
4915,NTRK
4916,NTRK
10718,NRG_3_4
145957,NRG_3_4
3084,NRG_1_2
9542,NRG_1_2
2810,NRG
7529,NRG
7531,NRG
7532,NRG
7533,NRG
10971,NRG
7534,NRG
3084,NRG
9542,NRG
10718,NRG
145957,NRG
4914,NRG
4915,NRG
4916,NRG
5023,NRG
22953,NRG
5024,NRG
5025,NRG
5026,NRG
9127,NRG
5027,NRG
5028,NRG
5029,NRG
5030,NRG
5031,NRG
286530,NRG
27334,NRG
5032,NRG
64805,NRG
53829,NRG
9934,NRG
2846,NRG
10161,NRG
4851,Notch
4853,Notch
4854,Notch
4855,Notch
4842,NOS
4843,NOS
4846,NOS
2902,NMDAR
2903,NMDAR
2904,NMDAR
2905,NMDAR
2906,NMDAR
116443,NMDAR
116444,NMDAR
85407,NKD
85409,NKD
4800,NFY
4801,NFY
4802,NFY
5970,NFkappaB_2
5971,NFkappaB_2
5966,NFkappaB_2
4790,NFkappaB_1
4791,NFkappaB_1
5970,NFkappaB
5971,NFkappaB
5966,NFkappaB
4790,NFkappaB
4791,NFkappaB
85407,NFkappaB
85409,NFkappaB
4842,NFkappaB
4843,NFkappaB
4846,NFkappaB
4851,NFkappaB
4853,NFkappaB
4854,NFkappaB
4855,NFkappaB
4800,NFkappaB
4801,NFkappaB
4802,NFkappaB
2902,NFkappaB
2903,NFkappaB
2904,NFkappaB
2905,NFkappaB
2906,NFkappaB
116443,NFkappaB
116444,NFkappaB
4779,NFE
4780,NFE
9603,NFE
4772,NFAT
4773,NFAT
4775,NFAT
4776,NFAT
10725,NFAT
10397,NDRG
57447,NDRG
57446,NDRG
65009,NDRG
9611,NCOR
9612,NCOR
8648,NCOA
10499,NCOA
8202,NCOA
1535,NADPH_oxidase
1536,NADPH_oxidase
53905,NADPH_oxidase
50506,NADPH_oxidase
653361,NADPH_oxidase
4688,NADPH_oxidase
4689,NADPH_oxidase
27035,NADPH_oxidase
50508,NADPH_oxidase
50507,NADPH_oxidase
79400,NADPH_oxidase
5879,NADPH_oxidase
4535,NADH_dehydrogenase
4536,NADH_dehydrogenase
4537,NADH_dehydrogenase
4538,NADH_dehydrogenase
4539,NADH_dehydrogenase
4540,NADH_dehydrogenase
4541,NADH_dehydrogenase
476,Na_K_ATPase
477,Na_K_ATPase
478,Na_K_ATPase
480,Na_K_ATPase
481,Na_K_ATPase
482,Na_K_ATPase
483,Na_K_ATPase
23439,Na_K_ATPase
84148,MYST
11143,MYST
7994,MYST
23522,MYST
10524,MYST
4633,MYL_slow
4634,MYL_slow
140465,MYL_slow
93408,MYL_regulatory
10627,MYL_regulatory
103910,MYL_regulatory
4633,MYL_regulatory
4636,MYL_regulatory
58498,MYL_regulatory
10398,MYL_regulatory
29895,MYL_regulatory
4632,MYL_alkali
4634,MYL_alkali
4635,MYL_alkali
4637,MYL_alkali
140465,MYL_alkali
4772,MYL
4773,MYL
4775,MYL
4776,MYL
10725,MYL
4632,MYL
4634,MYL
4635,MYL
4637,MYL
140465,MYL
93408,MYL
10627,MYL
103910,MYL
4633,MYL
4636,MYL
58498,MYL
10398,MYL
29895,MYL
4633,MYL
4634,MYL
140465,MYL
84148,MYL
11143,MYL
7994,MYL
23522,MYL
10524,MYL
8648,MYL
10499,MYL
8202,MYL
9611,MYL
9612,MYL
10397,MYL
57447,MYL
57446,MYL
65009,MYL
4535,MYL
4536,MYL
4537,MYL
4538,MYL
4539,MYL
4540,MYL
4541,MYL
1535,MYL
1536,MYL
53905,MYL
50506,MYL
653361,MYL
4688,MYL
4689,MYL
27035,MYL
50508,MYL
50507,MYL
79400,MYL
5879,MYL
4779,MYL
4780,MYL
9603,MYL
4619,MYH
4628,MYH
4629,MYH
8735,MYH
79784,MYH
22989,MYH
4620,MYH
4621,MYH
4622,MYH
4624,MYH
4625,MYH
57644,MYH
4626,MYH
4627,MYH
4644,MYH
79109,mTORC2
2475,mTORC2
253260,mTORC2
64223,mTORC2
2475,mTORC1
57521,mTORC1
4312,MMP
4313,MMP
4314,MMP
4316,MMP
4317,MMP
4318,MMP
4319,MMP
4320,MMP
4321,MMP
4322,MMP
4323,MMP
4324,MMP
4325,MMP
4326,MMP
4327,MMP
9313,MMP
118856,MMP
8510,MMP
10893,MMP
64386,MMP
64386,MMP
64066,MMP
79148,MMP
5604,MEK
5605,MEK
4205,MEF2
4208,MEF2
4209,MEF2
100271849,MEF2
4171,MCM
4172,MCM
4173,MCM
4174,MCM
4175,MCM
4176,MCM
84515,MCM
254394,MCM
157777,MCM
5594,MAPK
5595,MAPK
2113,MAPK
2114,MAPK
55763,MAPK
55770,MAPK
11336,MAPK
60412,MAPK
10640,MAPK
54536,MAPK
23265,MAPK
149371,MAPK
5600,MAPK
6300,MAPK
5603,MAPK
1432,MAPK
2099,MAPK
2100,MAPK
5599,MAPK
5601,MAPK
5602,MAPK
6389,MAPK
6390,MAPK
6391,MAPK
6392,MAPK
1537,MAPK
4519,MAPK
7381,MAPK
7384,MAPK
7385,MAPK
7386,MAPK
7388,MAPK
27089,MAPK
7157,MAPK
8626,MAPK
7161,MAPK
4214,MAP3K
10746,MAP3K
4215,MAP3K
4216,MAP3K
4217,MAP3K
9064,MAP3K
6885,MAP3K
1326,MAP3K
4293,MAP3K
4294,MAP3K
4296,MAP3K
7786,MAP3K
9175,MAP3K
9020,MAP3K
389840,MAP3K
57551,MAP3K
9344,MAP3K
51347,MAP3K
80122,MAP3K
51776,MAP3K
84451,MAP3K
369,MAP3K
673,MAP3K
5894,MAP3K
3845,MAP3K
3265,MAP3K
4893,MAP3K
5898,MAP3K
5899,MAP3K
2889,MAP3K
9693,MAP3K
5921,MAP3K
5922,MAP3K
22821,MAP3K
8437,MAP3K
9462,MAP3K
64926,MAP3K
5923,MAP3K
5924,MAP3K
10125,MAP3K
10235,MAP3K
25780,MAP3K
115727,MAP3K
11186,MAP3K
9770,MAP3K
283349,MAP3K
83937,MAP3K
83593,MAP3K
166824,MAP3K
8045,MAP3K
