entrez_id,bioentities
1352,CDKN
1353,CDKN
1355,CDKN
10063,CDKN
1135,CDKN
1136,CDKN
1137,CDKN
1138,CDKN
8973,CDKN
1139,CDKN
1141,CDKN
1142,CDKN
1143,CDKN
1211,CDKN
1212,CDKN
1213,CDKN
5885,CDKN
9126,CDKN
1111,CDKN
11200,CDKN
1026,CDKN
1027,CDKN
1028,CDKN
1029,CDKN
1030,CDKN
1031,CDKN
1032,CDKN
8814,CDK
8999,CDK
51265,CDK
344387,CDK
6792,CDK
983,CDK
1017,CDK
1018,CDK
1019,CDK
1020,CDK
1021,CDK
1022,CDK
1024,CDK
1025,CDK
8558,CDK
728642,CDK
984,CDK
51755,CDK
8621,CDK
5218,CDK
65061,CDK
5127,CDK
5128,CDK
5129,CDK
23097,CDK
23552,CDK
993,CDC25
994,CDC25
995,CDC25
925,CD8
926,CD8
2209,CD64
2210,CD64
2212,CD32
2213,CD32
9103,CD32
915,CD3
916,CD3
917,CD3
919,CD3
915,CD3
916,CD3
917,CD3
2214,CD16
2215,CD16
10576,CCT_complex
7203,CCT_complex
10575,CCT_complex
22948,CCT_complex
908,CCT_complex
10693,CCT_complex
10574,CCT_complex
10694,CCT_complex
6950,CCT_complex
6500,CBF3
857,CAV
858,CAV
859,CAV
836,Caspase_3_7
840,Caspase_3_7
834,Caspase
835,Caspase
837,Caspase
838,Caspase
839,Caspase
841,Caspase
842,Caspase
843,Caspase
100506742,Caspase
23581,Caspase
836,Caspase
840,Caspase
915,Caspase
916,Caspase
917,Caspase
8814,Caspase
8999,Caspase
51265,Caspase
344387,Caspase
6792,Caspase
983,Caspase
1017,Caspase
1018,Caspase
1019,Caspase
1020,Caspase
1021,Caspase
1022,Caspase
1024,Caspase
1025,Caspase
8558,Caspase
728642,Caspase
984,Caspase
51755,Caspase
8621,Caspase
5218,Caspase
65061,Caspase
5127,Caspase
5128,Caspase
5129,Caspase
23097,Caspase
23552,Caspase
925,Caspase
926,Caspase
857,Caspase
858,Caspase
859,Caspase
2214,Caspase
2215,Caspase
2212,Caspase
2213,Caspase
9103,Caspase
2209,Caspase
2210,Caspase
993,Caspase
994,Caspase
995,Caspase
6500,Caspase
10576,Caspase
7203,Caspase
10575,Caspase
22948,Caspase
908,Caspase
10693,Caspase
10574,Caspase
10694,Caspase
6950,Caspase
919,Caspase
915,Caspase
916,Caspase
917,Caspase
1033,Caspase
1066,Carboxylesterase
8824,Carboxylesterase
23491,Carboxylesterase
283848,Carboxylesterase
221223,Carboxylesterase
823,CAPN
11132,CAPN
11131,CAPN
147968,CAPN
92291,CAPN
440854,CAPN
824,CAPN
825,CAPN
726,CAPN
827,CAPN
23473,CAPN
10753,CAPN
6650,CAPN
388743,CAPN
815,CAMK2_family
816,CAMK2_family
817,CAMK2_family
818,CAMK2_family
815,CAMK2_complex
816,CAMK2_complex
817,CAMK2_complex
818,CAMK2_complex
8536,CAMK
57118,CAMK
57172,CAMK
814,CAMK
834,CAMK
835,CAMK
837,CAMK
838,CAMK
839,CAMK
841,CAMK
842,CAMK
843,CAMK
100506742,CAMK
23581,CAMK
815,CAMK
816,CAMK
817,CAMK
818,CAMK
823,CAMK
11132,CAMK
11131,CAMK
147968,CAMK
92291,CAMK
440854,CAMK
824,CAMK
825,CAMK
726,CAMK
827,CAMK
23473,CAMK
10753,CAMK
6650,CAMK
388743,CAMK
1066,CAMK
8824,CAMK
23491,CAMK
283848,CAMK
221223,CAMK
801,CALM
805,CALM
808,CALM
999,Cadherin
1008,Cadherin
1009,Cadherin
1010,Cadherin
1012,Cadherin
1013,Cadherin
1014,Cadherin
1015,Cadherin
1016,Cadherin
28513,Cadherin
1000,Cadherin
28316,Cadherin
64405,Cadherin
64403,Cadherin
1001,Cadherin
1002,Cadherin
1003,Cadherin
1004,Cadherin
1005,Cadherin
1006,Cadherin
1007,Cadherin
712,C1q
713,C1q
712,C1
713,C1
714,C1
715,C1
716,C1
672,BRCA
675,BRCA
92,BMP_receptor_type_II
93,BMP_receptor_type_II
659,BMP_receptor_type_II
90,BMP_receptor_type_I
657,BMP_receptor_type_I
658,BMP_receptor_type_I
649,BMP
650,BMP
651,BMP
652,BMP
653,BMP
654,BMP
655,BMP
353500,BMP
656,BMP
27302,BMP
9210,BMP
2657,BMP
2658,BMP
9573,BMP
8200,BMP
392255,BMP
151449,BMP
329,BIRC
330,BIRC
332,BIRC
57448,BIRC
79444,BIRC
112401,BIRC
4671,BIRC
331,BIRC
593,BCKDC
594,BCKDC
1629,BCKDC
1738,BCKDC
1499,BCATENIN
8312,AXIN
8313,AXIN
514,ATP5G
514,ATP5G
514,ATP5G
481,ATP1B
482,ATP1B
483,ATP1B
23439,ATP1B
476,ATP1A
477,ATP1A
478,ATP1A
480,ATP1A
496,ATP_synthase
496,ATP_synthase
496,ATP_synthase
496,ATP_synthase
496,ATP_synthase
496,ATP_synthase
514,ATP_synthase
514,ATP_synthase
93974,ATP_synthase
93974,ATP_synthase
93974,ATP_synthase
9556,ATP_synthase
4508,ATP_synthase
4509,ATP_synthase
649,ATP_synthase
650,ATP_synthase
651,ATP_synthase
652,ATP_synthase
653,ATP_synthase
654,ATP_synthase
655,ATP_synthase
353500,ATP_synthase
656,ATP_synthase
27302,ATP_synthase
9210,ATP_synthase
672,ATP_synthase
675,ATP_synthase
514,ATP_synthase
514,ATP_synthase
514,ATP_synthase
8312,ATP_synthase
8313,ATP_synthase
329,ATP_synthase
330,ATP_synthase
332,ATP_synthase
57448,ATP_synthase
79444,ATP_synthase
112401,ATP_synthase
4671,ATP_synthase
331,ATP_synthase
2657,ATP_synthase
2658,ATP_synthase
9573,ATP_synthase
8200,ATP_synthase
392255,ATP_synthase
151449,ATP_synthase
90,ATP_synthase
657,ATP_synthase
658,ATP_synthase
92,ATP_synthase
93,ATP_synthase
659,ATP_synthase
801,ATP_synthase
805,ATP_synthase
808,ATP_synthase
8536,ATP_synthase
57118,ATP_synthase
57172,ATP_synthase
814,ATP_synthase
999,ATP_synthase
1008,ATP_synthase
1009,ATP_synthase
1010,ATP_synthase
1012,ATP_synthase
1013,ATP_synthase
1014,ATP_synthase
1015,ATP_synthase
1016,ATP_synthase
28513,ATP_synthase
1000,ATP_synthase
28316,ATP_synthase
64405,ATP_synthase
64403,ATP_synthase
1001,ATP_synthase
1002,ATP_synthase
1003,ATP_synthase
1004,ATP_synthase
1005,ATP_synthase
1006,ATP_synthase
1007,ATP_synthase
593,ATP_synthase
594,ATP_synthase
1629,ATP_synthase
1738,ATP_synthase
712,ATP_synthase
713,ATP_synthase
714,ATP_synthase
715,ATP_synthase
716,ATP_synthase
712,ATP_synthase
713,ATP_synthase
815,ATP_synthase
816,ATP_synthase
817,ATP_synthase
818,ATP_synthase
1499,ATP_synthase
408,ARRB
409,ARRB
10552,Arp2_3_protein
10095,Arp2_3_protein
10109,Arp2_3_protein
10094,Arp2_3_protein
10093,Arp2_3_protein
10092,Arp2_3_protein
81873,Arp2_3_protein
348,Apolipoprotein
335,Apolipoprotein
336,Apolipoprotein
337,Apolipoprotein
116519,Apolipoprotein
348,Apolipoprotein
408,Apolipoprotein
409,Apolipoprotein
10552,Apolipoprotein
10095,Apolipoprotein
10109,Apolipoprotein
10094,Apolipoprotein
10093,Apolipoprotein
10092,Apolipoprotein
81873,Apolipoprotein
496,Apolipoprotein
496,Apolipoprotein
496,Apolipoprotein
496,Apolipoprotein
496,Apolipoprotein
496,Apolipoprotein
514,Apolipoprotein
514,Apolipoprotein
93974,Apolipoprotein
93974,Apolipoprotein
93974,Apolipoprotein
9556,Apolipoprotein
4508,Apolipoprotein
4509,Apolipoprotein
335,APOA
336,APOA
337,APOA
116519,APOA
29882,APC_C
51529,APC_C
64682,APC_C
8881,APC_C
996,APC_C
8697,APC_C
51433,APC_C
10393,APC_C
25906,APC_C
25847,APC_C
246184,APC_C
119504,APC_C
51434,APC_C
29945,APC_C
2353,AP1
2354,AP1
8061,AP1
2355,AP1
3725,AP1
3726,AP1
3727,AP1
3939,AP1
3945,AP1
3948,AP1
2308,AP1
2309,AP1
4303,AP1
100132074,AP1
84557,AP1
81631,AP1
643246,AP1
440738,AP1
4214,AP1
10746,AP1
4215,AP1
4216,AP1
4217,AP1
9064,AP1
6885,AP1
1326,AP1
4293,AP1
4294,AP1
4296,AP1
7786,AP1
9175,AP1
9020,AP1
389840,AP1
57551,AP1
9344,AP1
51347,AP1
80122,AP1
51776,AP1
84451,AP1
8844,AP1
283455,AP1
5606,AP1
6416,AP1
5607,AP1
5608,AP1
5609,AP1
4171,AP1
4172,AP1
4173,AP1
4174,AP1
4175,AP1
4176,AP1
84515,AP1
254394,AP1
157777,AP1
8321,AP1
11211,AP1
2535,AP1
7976,AP1
8322,AP1
7855,AP1
8323,AP1
8324,AP1
8325,AP1
8326,AP1
3816,AP1
5655,AP1
11012,AP1
43849,AP1
26085,AP1
43847,AP1
55554,AP1
3817,AP1
354,AP1
9622,AP1
25818,AP1
5653,AP1
5650,AP1
11202,AP1
284366,AP1
3818,AP1
4094,AP1
389692,AP1
9935,AP1
23764,AP1
4097,AP1
7975,AP1
4205,AP1
4208,AP1
4209,AP1
100271849,AP1
1081,AP1
2488,AP1
699,AP1
701,AP1
9184,AP1
1060,AP1
1062,AP1
1063,AP1
64946,AP1
10540,AP1
3835,AP1
4085,AP1
5048,AP1
5663,AP1
5664,AP1
8243,AP1
10910,AP1
6612,AP1
9183,AP1
284217,AP1
3912,AP1
3915,AP1
3909,AP1
3914,AP1
3918,AP1
1081,AP1
3972,AP1
727,AP1
729,AP1
730,AP1
731,AP1
732,AP1
733,AP1
735,AP1
8321,AP1
2535,AP1
7976,AP1
8322,AP1
7855,AP1
8323,AP1
8324,AP1
8325,AP1
8326,AP1
11211,AP1
302,Annexin_II_heterotetramer
6281,Annexin_II_heterotetramer
5571,AMPK_gamma
51422,AMPK_gamma
53632,AMPK_gamma
5564,AMPK_beta
5565,AMPK_beta
5562,AMPK_alpha
5563,AMPK_alpha
5563,AMPK_A2B2G3
5565,AMPK_A2B2G3
53632,AMPK_A2B2G3
5563,AMPK_A2B2G2
5565,AMPK_A2B2G2
51422,AMPK_A2B2G2
5563,AMPK_A2B2G1
5565,AMPK_A2B2G1
5571,AMPK_A2B2G1
5563,AMPK_A2B1G3
5564,AMPK_A2B1G3
53632,AMPK_A2B1G3
5563,AMPK_A2B1G2
5564,AMPK_A2B1G2
51422,AMPK_A2B1G2
5563,AMPK_A2B1G1
5564,AMPK_A2B1G1
5571,AMPK_A2B1G1
5562,AMPK_A1B2G3
5565,AMPK_A1B2G3
53632,AMPK_A1B2G3
5562,AMPK_A1B2G2
5565,AMPK_A1B2G2
51422,AMPK_A1B2G2
5562,AMPK_A1B2G1
5565,AMPK_A1B2G1
5571,AMPK_A1B2G1
5562,AMPK_A1B1G3
5564,AMPK_A1B1G3
53632,AMPK_A1B1G3
5562,AMPK_A1B1G2
5564,AMPK_A1B1G2
51422,AMPK_A1B1G2
5562,AMPK_A1B1G1
5564,AMPK_A1B1G1
5571,AMPK_A1B1G1
5562,AMPK
5563,AMPK
5564,AMPK
5565,AMPK
5571,AMPK
51422,AMPK
53632,AMPK
5562,AMPK
5564,AMPK
5571,AMPK
5562,AMPK
5564,AMPK
51422,AMPK
5562,AMPK
5564,AMPK
53632,AMPK
5562,AMPK
5565,AMPK
5571,AMPK
5562,AMPK
5565,AMPK
51422,AMPK
5562,AMPK
5565,AMPK
53632,AMPK
5563,AMPK
5564,AMPK
5571,AMPK
5563,AMPK
5564,AMPK
51422,AMPK
5563,AMPK
5564,AMPK
53632,AMPK
5563,AMPK
5565,AMPK
5571,AMPK
5563,AMPK
5565,AMPK
51422,AMPK
5563,AMPK
5565,AMPK
53632,AMPK
29882,AMPK
51529,AMPK
64682,AMPK
8881,AMPK
996,AMPK
8697,AMPK
51433,AMPK
10393,AMPK
25906,AMPK
25847,AMPK
246184,AMPK
119504,AMPK
51434,AMPK
29945,AMPK
302,AMPK
6281,AMPK
226,ALDO
229,ALDO
230,ALDO
216,ALDH
8854,ALDH
220,ALDH
217,ALDH
218,ALDH
224,ALDH
221,ALDH
7915,ALDH
501,ALDH
223,ALDH
207,AKT
208,AKT
10000,AKT
156,ADRBK
157,ADRBK
153,ADRB
154,ADRB
155,ADRB
150,ADRA2
151,ADRA2
152,ADRA2
148,ADRA
147,ADRA
146,ADRA
150,ADRA
151,ADRA
152,ADRA
124,ADH
125,ADH
126,ADH
127,ADH
128,ADH
130,ADH
131,ADH
137872,ADH
107,ADCY
108,ADCY
109,ADCY
196883,ADCY
111,ADCY
112,ADCY
113,ADCY
114,ADCY
115,ADCY
55811,ADCY
8546,Adaptor_protein_III
8943,Adaptor_protein_III
1176,Adaptor_protein_III
10239,Adaptor_protein_III
87,ACTN
88,ACTN
89,ACTN
81,ACTN
3625,Activin_B
3624,Activin_AB
3625,Activin_AB
3624,Activin_A
3624,Activin
3624,Activin
3625,Activin
3625,Activin
87,Activin
88,Activin
89,Activin
81,Activin
107,Activin
108,Activin
109,Activin
196883,Activin
111,Activin
112,Activin
113,Activin
114,Activin
115,Activin
55811,Activin
124,Activin
125,Activin
126,Activin
127,Activin
128,Activin
130,Activin
131,Activin
137872,Activin
148,Activin
147,Activin
146,Activin
150,Activin
151,Activin
152,Activin
150,Activin
151,Activin
152,Activin
153,Activin
154,Activin
155,Activin
8546,Activin
8943,Activin
1176,Activin
10239,Activin
58,Actin
59,Actin
60,Actin
70,Actin
71,Actin
72,Actin
2260,Actin
2263,Actin
2261,Actin
2264,Actin
53834,Actin
2246,Actin
2247,Actin
2248,Actin
2249,Actin
2250,Actin
2251,Actin
2252,Actin
2253,Actin
2254,Actin
2255,Actin
2256,Actin
2257,Actin
2258,Actin
2259,Actin
8823,Actin
8822,Actin
8817,Actin
9965,Actin
26281,Actin
26291,Actin
27006,Actin
8074,Actin
2175,Actin
2187,Actin
2176,Actin
675,Actin
2177,Actin
2178,Actin
2188,Actin
2189,Actin
55215,Actin
83990,Actin
55120,Actin
57697,Actin
79728,Actin
5889,Actin
84464,Actin
2072,Actin
5888,Actin
672,Actin
29089,Actin
7516,Actin
2339,Actin
2342,Actin
10211,Actin
2319,Actin
23769,Actin
23768,Actin
23767,Actin
2243,Actin
2244,Actin
2266,Actin
2180,ACSL
2181,ACSL
2182,ACSL
51703,ACSL
23305,ACSL
51,ACOX
8309,ACOX
8310,ACOX
55289,ACOX
11001,Acetyl_CoA_synthetase
2180,Acetyl_CoA_synthetase
2181,Acetyl_CoA_synthetase
2182,Acetyl_CoA_synthetase
51703,Acetyl_CoA_synthetase
23305,Acetyl_CoA_synthetase
31,ACC
32,ACC
27034,ACAD
28976,ACAD
33,ACAD
34,ACAD
35,ACAD
37,ACAD
80724,ACAD
84129,ACAD
36,ACAD
2639,ACAD
3712,ACAD
25,ABL_family
27,ABL_family
3364,9_1_1
5810,9_1_1
5883,9_1_1
